PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,EY,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Jariwala, S; Redding, L; Hewitt, D",,,,"Jariwala, S.; Redding, L.; Hewitt, D.",,,The severely under-recognized public health risk of strongyloidiasis in North American cities-A One Health approach,ZOONOSES AND PUBLIC HEALTH,,,,,,,,,,,,"Strongyloides and other soil-transmitted helminths represent a severely under-recognized zoonotic public health risk, especially in North American cities. They are present throughout North America, including in urban areas, causing morbidity and mortality in human and non-human animals. Epidemiological ""masking"" of strongyloidiasis due to overlapping symptoms with other systemic diseases, including allergies, and diagnostic limitations complicate our understanding of the epidemiological extent of this disease, and auto-infection allows long-term persistence of individual infections. Zoonotic transmission and environmental transmission are critical components in the epidemiology of strongyloidiasis, and other diseases caused by soil-transmitted helminths. In this review, we bring together medical, veterinary and environmental expertise in a ""One Health"" context, to document and analyse this under-recognized risk. We also present implementable opportunities for action with respect to diagnostics, treatment, community engagement and land management to mitigate the impact and transmission of strongyloidiasis and other diseases caused by soil-transmitted helminths.",,,,,,,,,,,,,,,,,,,,,,DEC,2017,64,8,,,,,579,588,,10.1111/zph.12371,,,,,,,,WOS:000414768800001,,,,,
J,"McKnight, DT; Schwarzkopf, L; Alford, RA; Bower, DS; Zenger, KR",,,,"McKnight, Donald T.; Schwarzkopf, Lin; Alford, Ross A.; Bower, Deborah S.; Zenger, Kyall R.",,,Effects of emerging infectious diseases on host population genetics: a review,CONSERVATION GENETICS,,,,,,,,,,,,"Emerging infectious diseases threaten the survival of many species and populations by causing large declines and altering life history traits and population demographics. Therefore, it is imperative to understand how diseases impact wildlife populations so that effective management strategies can be planned. Many studies have focused on understanding the ecology of host/pathogen interactions, but it is equally important to understand the effects on host population genetic structure. In this review, we examined the literature on how infectious diseases influence host population genetic makeup, with a particular focus on whether or not they alter gene flow patterns, reduce genetic variability, and drive selection. Although the results were mixed, there was evidence for all of these outcomes. Diseases often fragmented populations into small, genetically distinct units with limited gene flow among them. In some cases, these isolated populations showed the genetic hallmarks of bottlenecks and inbreeding, but in other populations, there was sufficient gene flow or enough survivors to prevent genetic drift and inbreeding. Direct evidence of diseases acting as selective pressures in wild populations is somewhat limited, but there are several clear examples of it occurring. Also, several studies found that gene flow can impact the evolution of small populations either beneficially, by providing them with variation, or detrimentally, by swamping them with alleles that are not locally adaptive. Thus, differences in gene flow levels may explain why some species adapt while others do not. There are also intermediate cases, whereby some species may adapt to disease, but not at a rate that is meaningful for conservation purposes.",,,,,,,,,,,,,,,,,,,,,,DEC,2017,18,6,,,,,1235,1245,,10.1007/s10592-017-0974-2,,,,,,,,WOS:000414148900001,,,,,
J,"Abas, N; Kalair, A; Khan, N; Kalair, AR",,,,"Abas, N.; Kalair, A.; Khan, N.; Kalair, A. R.",,,Review of GHG emissions in Pakistan compared to SAARC countries,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,,,,,,,,,,,,"Fossil fuel consumption, luxurious lifestyles, population and economic growths are drivers of climate change. Rampant rise in Greenhouse Gases (GHG) emissions drives the big wheel of climate change which affects human societies, animal habitats and woodlands by flash floods, glacial melts, acidic rains, droughts, famines, wildfires, epidemics, heat and cold waves. South Asia is one of the most severely affected regions on the planet due to its demographics. The per capita impact of climate change on the millions of Pakistanis is very high compared to their diminutive per capita share of global GHG emissions. Environmental issues of South Asian Association for Regional Cooperation (SAARC) countries include deforestation, air pollution, desertification, glacial melts, sea level rise, water contamination and loss of biodiversity. Pakistan is among the top ten countries worst hit by climate change, where native populations of lions, leopards, dolphins, tortoise and vultures face extinction threat. Acacia and rosewood tree forests in Sindh, Punjab and Pak-Afghan precincts have already dried by dieback disease during 1998-2005. Hundreds of people succumb to death annually by heat waves in South during summer and cold waves in North during winter. Climate change is a global phenomenon; nevertheless, higher GHG emissions first affect local and regional territories and later impact worldwide. Pakistan's CO2 emissions are greater than least developed SAARC countries but much lower than the nearby Himalayan slope countries. This paper reports impact of CO2 emissions on society, forests, crops and wildlife in Pakistan recounting adaptation and mitigation strategies in SAARC countries. We present simulation results for a future super smart grid connecting Central Asian States (CAS) to SAARC countries for bilateral electricity trade, progress in carbon capture and storage technologies in SAARC countries, and original research on utilizing CO2 (R744) for water heating in extremely cold regions.",,,,,,,,,,,,,,,,,,,,,,DEC,2017,80,,,,,,990,1016,,10.1016/j.rser.2017.04.022,,,,,,,,WOS:000412787600074,,,,,
J,"Barnes, AN; Davaasuren, A; Baasandagva, U; Gray, GC",,,,"Barnes, Amber N.; Davaasuren, Anu; Baasandagva, Uyanga; Gray, Gregory C.",,,A systematic review of zoonotic enteric parasitic diseases among nomadic and pastoral people,PLOS ONE,,,,,,,,,,,,"Introduction Zoonotic enteric parasites are ubiquitous and remain a public health threat to humans due to our close relationship with domestic animals and wildlife, inadequate water, sanitation, and hygiene practices and diet. While most communities are now sedentary, nomadic and pastoral populations still exist and experience unique exposure risks for acquiring zoonotic enteric parasites. Through this systematic review we sought to summarize published research regarding pathogens present in nomadic populations and to identify the risk factors for their infection. Methods Using systematic review guidelines set forth by PRISMA, research articles were identified, screened and summarized based on exclusion criteria for the documented presence of zoonotic enteric parasites within nomadic or pastoral human populations. A total of 54 articles published between 1956 and 2016 were reviewed to determine the pathogens and exposure risks associated with the global transhumance lifestyle. Results The included articles reported more than twenty different zoonotic enteric parasite species and illustrated several risk factors for nomadic and pastoralist populations to acquire infection including; a) animal contact, b) food preparation and diet, and c) household characteristics. The most common parasite studied was Echinococcosis spp. and contact with dogs was recognized as a leading risk factor for zoonotic enteric parasites followed by contact with livestock and/or wildlife, water, sanitation, and hygiene barriers, home slaughter of animals, environmental water exposures, household member age and sex, and consumption of unwashed produce or raw, unprocessed, or undercooked milk or meat. Conclusion Nomadic and pastoral communities are at risk of infection with a variety of zoonotic enteric parasites due to their living environment, cultural and dietary traditions, and close relationship to animals. Global health efforts aimed at reducing the transmission of these animal-to-human pathogens must incorporate a One Health approach to support water, sanitation, and hygiene development, provide education on safe food handling and preparation, and improve the health of domestic animals associated with these groups, particularly dogs.",,,,,,,,,,,,,,,,,,,,,,30-Nov,2017,12,11,,,,,,,e0188809,10.1371/journal.pone.0188809,,,,,,,,WOS:000416841900131,,,,,
J,"Leroy, J; Cornu, M; Deleplancque, AS; Loridant, S; Dutoit, E; Sendid, B",,,,"Leroy, Jordan; Cornu, Marjorie; Deleplancque, Anne Sophie; Loridant, Severine; Dutoit, Emmanuel; Sendid, Boualem",,,"Sushi, ceviche and gnathostomiasis - A case report and review of imported infections",TRAVEL MEDICINE AND INFECTIOUS DISEASE,,,,,,,,,,,,"We describe a case of imported cutaneous gnathostomiasis in a Thai patient living in France. Gnathostomiasis is a zoonosis of food origin. The disease is endemic in Southeast Asia and Latin America. However, over the past 30 years, an increasing number of imported cases has been described in Europe and America. The disease is rare in Western Europe and the majority of cases described had a cutaneous clinical presentation. The disease may sometimes be confused with allergy, leading to a delay in diagnosis. Visceral symptoms are rare but may follow severe attacks. A definitive diagnosis can be obtained by the isolation of larvae from skin biopsies, but these are rarely performed. The diagnosis is usually presumptive, based on a combination of anamnestic, clinical, and biological factors. Several courses of the anti-helminths, albendazole or ivermectin, are often necessary. Although rare, the diagnosis should be evoked systematically in a migrant or traveller returning from an endemic area with cutaneous lesions.",,,,,,,,,,,,,,,,,,,,,,NOV-DEC,2017,20,,,,,,26,30,,10.1016/j.tmaid.2017.10.010,,,,,,,,WOS:000417637000005,,,,,
J,"de Oliveira, JS; Figueiredo, PD; Costa, GB; de Assis, FL; Drumond, BP; da Fonseca, FG; Nogueira, ML; Kroon, EG; Trindade, GD",,,,"de Oliveira, Jaqueline Silva; Figueiredo, Poliana de Oliveira; Costa, Galileu Barbosa; de Assis, Felipe Lopes; Drumond, Betania Paiva; da Fonseca, Flavio Guimaraes; Nogueira, Mauricio Lacerda; Kroon, Erna Geessien; Trindade, Giliane de Souza",,,"Vaccinia Virus Natural Infections in Brazil: The Good, the Bad, and the Ugly",VIRUSES-BASEL,,,,,,,,,,,,"The orthopoxviruses (OPV) comprise several emerging viruses with great importance to human and veterinary medicine, including vaccinia virus (VACV), which causes outbreaks of bovine vaccinia (BV) in South America. Historically, VACV is the most comprehensively studied virus, however, its origin and natural hosts remain unknown. VACV was the primary component of the smallpox vaccine, largely used during the smallpox eradication campaign. After smallpox was declared eradicated, the vaccination that conferred immunity to OPV was discontinued, favoring a new contingent of susceptible individuals to OPV. VACV infections occur naturally after direct contact with infected dairy cattle, in recently vaccinated individuals, or through alternative routes of exposure. In Brazil, VACV outbreaks are frequently reported in rural areas, affecting mainly farm animals and humans. Recent studies have shown the role of wildlife in the VACV transmission chain, exploring the role of wild rodents as reservoirs that facilitate VACV spread throughout rural areas. Furthermore, VACV circulation in urban environments and the significance of this with respect to public health, have also been explored. In this review, we discuss the history, epidemiological, ecological and clinical aspects of natural VACV infections in Brazil, also highlighting alternative routes of VACV transmission, the factors involved in susceptibility to infection, and the natural history of the disease in humans and animals, and the potential for dissemination to urban environments.",,,,,,,,,,,,,,,,,,,,,,NOV,2017,9,11,,,,,,,340,10.3390/v9110340,,,,,,,,WOS:000416810300030,,,,,
J,"Hogerwerf, L; De Gier, B; Baan, B; Van der Hoek, W",,,,"Hogerwerf, L.; De Gier, B.; Baan, B.; Van der Hoek, W.",,,Chlamydia psittaci (psittacosis) as a cause of community-acquired pneumonia: a systematic review and meta-analysis,EPIDEMIOLOGY AND INFECTION,,,,,,,,,,,,"Psittacosis is a zoonotic infectious disease caused by the transmission of the bacterium Chlamydia psittaci from birds to humans. Infections in humans mainly present as community-acquired pneumonia (CAP). However, most cases of CAP are treated without diagnostic testing, and the importance of C. psittaci infection as a cause of CAP is therefore unclear. In this meta-analysis of published CAP-aetiological studies, we estimate the proportion of CAP caused by C. psittaci infection. The databases MEDLINE and Embase were systematically searched for relevant studies published from 1986 onwards. Only studies that consisted of 100 patients or more were included. In total, 57 studies were selected for the meta-analysis. C. psittaci was the causative pathogen in 1.03% (95% CI 0.79-1.30) of all CAP cases from the included studies combined, with a range between studies from 0 to 6.7%. For burden of disease estimates, it is a reasonable assumption that 1% of incident cases of CAP are caused by psittacosis.",,,,,,,,,,,,,,,,,,,,,,NOV,2017,145,15,,,,,3096,3105,,10.1017/S0950268817002060,,,,,,,,WOS:000415376600001,,,,,
J,"Rabaan, AA; Al-Ahmed, SH; Bazzi, AM; Al-Tawfiq, JA",,,,"Rabaan, Ali A.; Al-Ahmed, Shamsah H.; Bazzi, Ali M.; Al-Tawfiq, Jaffar A.",,,Dynamics of scientific publications on the MERS-CoV outbreaks in Saudi Arabia,JOURNAL OF INFECTION AND PUBLIC HEALTH,,,,,,,,,,,,"Middle East Respiratory Syndrome Coronavirus (MERS-CoV) is an emerging disease with a relatively high case fatality rate. Most cases have been reported from Saudi Arabia, and the disease epidemic potential is considered to be limited. However, human-human transmission has occurred, usually in the context of healthcare facility-associated outbreaks. The scientific and medical community depends on timely publication of epidemiological information on emerging diseases during outbreaks to appropriately target public health responses. In this review, we considered the academic response to four MERS CoV outbreaks that occurred in Al-Hasa in 2013, Jeddah in 2014 and Riyadh in 2014 and 2015. We analysed 68 relevant epidemiology articles. For articles for which submission dates were available, six articles were submitted during the course of an outbreak. One article was published within a month of the Al-Hasa outbreak, and one each was accepted during the Jeddah and Riyadh outbreaks. MERS-CoV epidemiology articles were cited more frequently than articles on other subjects in the same journal issues. Thus, most epidemiology articles on MERS-CoV were published with no preferential advantage over other articles. Collaboration of the research community and the scientific publishing industry is needed to facilitate timely publication of emerging infectious diseases. (C) 2017 The Authors. Published by Elsevier Limited on behalf of King Saud Bin Abdulaziz University for Health Sciences.",,,,,,,,,,,,,,,,,,,,,,NOV-DEC,2017,10,6,,,,,702,710,,10.1016/j.jiph.2017.05.005,,,,,,,,WOS:000414231900002,,,,,
J,"Loss, SR; Marra, PP",,,,"Loss, Scott R.; Marra, Peter P.",,,Population impacts of free-ranging domestic cats on mainland vertebrates,FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,,,,,,,,,,,,"Domestic cats (Felis catus) have contributed to at least 63 vertebrate extinctions, pose a major hazard to threatened vertebrates worldwide, and transmit multiple zoonotic diseases. On continents and large islands (collectively termed ""mainlands""), cats are responsible for very high mortality of vertebrates. Nevertheless, cat population management is traditionally contentious and usually involves proving that cats reduce prey population sizes. We synthesize the available evidence of the negative effects of cats on mainland vertebrates. More than a dozen observational studies, as well as experimental research, provide unequivocal evidence that cats are capable of affecting multiple population-evel processes among mainland vertebrates. In addition to predation, cats affect vertebrate populations through disease and fear-related effects, and they reduce population sizes, suppress vertebrate population sizes below their respective carrying capacities, and alter demographic processes such as source-sink dynamics. Policy discussions should shift from requiring ""proof of impact"" to a precautionary approach that emphasizes evidence-driven management to reduce further impacts from outdoor cats.",,,,,,,,,,,,,,,,,,,,,,NOV,2017,15,9,,,,,502,509,,,,,,,,,,WOS:000414241000017,,,,,
J,"Baptista-Fernandes, T; Rodrigues, M; Castro, I; Paixao, P; Pinto-Marques, P; Roque, L; Belo, S; Ferreira, PM; Mansinho, K; Toscano, C",,,,"Baptista-Fernandes, Teresa; Rodrigues, Manuel; Castro, Isabel; Paixao, Paulo; Pinto-Marques, Pedro; Roque, Lidia; Belo, Silvana; Ferreira, Pedro Manuel; Mansinho, Kamal; Toscano, Cristina",,,Human gastric hyperinfection by Anisakis simplex: A severe and unusual presentation and a brief review,INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES,,,,,,,,,,,,"Anisakiasis is an emerging marine food-borne zoonosis resulting from the accidental ingestion of Anisakis larvae, through the consumption of raw or undercooked infected seafood products. The first case of human gastric hyperinfection by Anisakis simplex with an unusual and severe presentation, occurring in a Portuguese woman, is described in this article. Over 140 anisakid larvae were removed by gastroscopy. Massive infection is uncommon in areas where the consumption of raw fish is not part of the traditional diet, as is the case in Portugal. The increased consumption of raw seafood products is considered a health determinant in the rise in cases of anisakiasis. However, clinicians should be aware of the emergence of these infections, not only because of the new dietary habits of the population, but also because of the high prevalence of Anisakis larvae in the different fish species usually consumed by the population, collected on the Portuguese coast. (C) 2017 The Author(s). Published by Elsevier Ltd on behalf of International Society for Infectious Diseases. This is an open access article under the CC BY-NC-ND license.",,,,,,,,,,,,,,,,,,,,,,NOV,2017,64,,,,,,38,41,,10.1016/j.ijid.2017.08.012,,,,,,,,WOS:000414258000007,,,,,
J,"Smout, F; Schrieber, L; Speare, R; Skerratt, LF",,,,"Smout, F.; Schrieber, L.; Speare, R.; Skerratt, L. F.",,,More bark than bite: Comparative studies are needed to determine the importance of canine zoonoses in Aboriginal communities. A critical review of published research,ZOONOSES AND PUBLIC HEALTH,,,,,,,,,,,,"The objective of this review was to identify and critique over forty years of peer-reviewed literature concerned with the transmission of canine zoonoses to Aboriginal people and determine the zoonotic organisms documented in dogs in Australian Aboriginal communities. A systematic literature search of public health, medical and veterinary databases identified 19 articles suitable for critical appraisal. Thirteen articles documented the occurrence of recognized zoonotic organisms in dogs in Aboriginal communities, including Toxocara canis, Dirofilaria immitis, Streptococcus dysgalactiae, Rickettsia felis, Sarcoptes scabiei and Giardia. Currently, there is definitive evidence indicating that dogs act as a reservoir for human scabies in Aboriginal communities. However, there is a need for large-scale, high-quality, comparative studies of dogs and humans from the same household to assess the occurrence and importance of transmission of S.scabiei and other diseases between dogs and humans. These studies should use current genetic and molecular techniques along with traditional techniques to identify and type organisms in order to better understand their epidemiology. This review has revealed that there is a lack of high-quality comparative studies to determine whether dogs are contributing to human disease by transmitting zoonoses. Our recommendations differ significantly from current public health policy and may have substantial implications for human and dog health.",,,,,,,,,,,,,,,,,,,,,,NOV,2017,64,7,,,,,495,504,,10.1111/zph.12354,,,,,,,,WOS:000412903000011,,,,,
J,"Penakalapati, G; Swarthout, J; Delahoy, MJ; McAliley, L; Wodnik, B; Levy, K; Freeman, MC",,,,"Penakalapati, Gauthami; Swarthout, Jenna; Delahoy, Miranda J.; McAliley, Lydia; Wodnik, Breanna; Levy, Karen; Freeman, Matthew C.",,,Exposure to Animal Feces and Human Health: A Systematic Review and Proposed Research Priorities,ENVIRONMENTAL SCIENCE & TECHNOLOGY,,,,,,,,,,,,"Humans can be exposed to pathogens from poorly managed animal feces, particularly in communities where animals live in close proximity to humans. This systematic review of peer-reviewed and gray literature examines the human health impacts of exposure to poorly managed animal feces transmitted via water, sanitation, and hygiene (WASH)-related pathways in low- and middle-income countries, where household livestock, small-scale animal operations, and free-roaming animals are common. We identify routes of contamination by animal feces, control measures to reduce human exposure, and propose research priorities for further inquiry. Exposure to animal feces has been associated with diarrhea, soil-transmitted helminth infection, trachoma, environmental enteric dysfunction, and growth faltering. Few studies have evaluated control measures, but interventions include reducing cohabitation with animals, provision of animal feces scoops, controlling animal movement, creating safe child spaces, improving veterinary care, and hygiene promotion. Future research should evaluate: behaviors related to points of contact with animal feces; animal fecal, contamination of food; cultural behaviors of animal fecal management; acute and chronic health risks associated with exposure to animal feces; and factors influencing concentrations and shedding rates of pathogens originating from animal feces.",,,,,,,,,,,,,,,,,,,,,,17-Oct,2017,51,20,,,,,11537,11552,,10.1021/acs.est.7b02811,,,,,,,,WOS:000413391800008,,,,,
J,"Iannino, F; Sulli, N; Maitino, A; Pascucci, I; Pampiglione, G; Salucci, S",,,,"Iannino, Filomena; Sulli, Nadia; Maitino, Antonio; Pascucci, Ilaria; Pampiglione, Guglielmo; Salucci, Stefania",,,"Fleas of dog and cat: species, biology and flea-borne diseases",VETERINARIA ITALIANA,,,,,,,,,,,,"Ectoparasitic insects play a major role in veterinary medicine. Fleas infest man and animals and are the most frequent external parasites of companion animals worldwide. Some species are known to be vectors of zoonotic pathogens. Dogs and cats may play an important role either as reservoir of some of the pathogens or as transport vehicles for infected fleas between their natural reservoirs and human beings, thus playing a crucial step in the transmission cycle of flea-borne diseases. This article reviews relevant literature on morphology, classification, host specificity, geographical distribution, and seasonality of fleas infesting dogs and cats in order to improve their timely identification, prevention, and control.",,,,,,,,,,,,,,,,,,,,,,OCT-DEC,2017,53,4,,,,,277,288,,10.12834/VetIt.109.303.3,,,,,,,,WOS:000419016400002,,,,,
J,"Preece, ND; Abell, SE; Grogan, L; Wayne, A; Skerratt, LF; Van Oosterzee, P; Shima, AL; Peter, D; Field, H; Reiss, A; Berger, L; Rymer, TL; Fisher, DO; Lawes, MJ; Laurance, SG; McCallum, H; Esson, C; Epstein, JH",,,,"Preece, Noel D.; Abell, Sandra E.; Grogan, Laura; Wayne, Adrian; Skerratt, Lee F.; Van Oosterzee, Penny; Shima, Amy L.; Peter, Daszak; Field, Hume; Reiss, Andrea; Berger, Lee; Rymer, Tasmin L.; Fisher, Diana O.; Lawes, Michael J.; Laurance, Susan G.; McCallum, Hamish; Esson, Carol; Epstein, Jon H.",,,A guide for ecologists: Detecting the role of disease in faunal declines and managing population recovery,BIOLOGICAL CONSERVATION,,,,,,,,,,,,"Biodiversity is declining at an alarming rate, especially among vertebrates. Disease is commonly ignored or dismissed in investigations of wildlife declines, partly because there is often little or no obvious clinical evidence of illness. We argue that disease has the potential to cause many species declines and extinctions and that there is mounting evidence that this is a more important cause of declines than has been appreciated. We summarise case studies of diseases that have affected wildlife to the point of extinction and bring together the experiences of wildlife managers, veterinarians, epidemiologists, infectious disease specialists, zoologists and ecologists to provide an investigation framework to help ecologists and wildlife managers address disease as a factor in wildlife declines. Catastrophic declines of wildlife may be the result of single or multiple synergistic causes, and disease should always be one factor under consideration, unless proven otherwise. In a rapidly changing world where emerging infectious diseases have become increasingly common, the need to consider diseases has never been more important.",,,,,,,,,,,,,,,,,,,,,,OCT,2017,214,,,,,,136,146,,10.1016/j.biocon.2017.08.014,,,,,,,,WOS:000412788100015,,,,,
J,"Wilson, RT; Hasanali, SH; Sheikh, M; Cramer, S; Weinberg, G; Firth, A; Weiss, SH; Soskolne, CL",,,,"Wilson, R. T.; Hasanali, S. H.; Sheikh, M.; Cramer, S.; Weinberg, G.; Firth, A.; Weiss, S. H.; Soskolne, C. L.",,,Challenges to the census: international trends and a need to consider public health benefits,PUBLIC HEALTH,,,,,,,,,,,,"The Canadian government decision to cancel the mandatory long-form census in 2010 (subsequently restored in 2015), along with similar discussions in the United Kingdom (UK) and the United States of America (USA), have brought the purpose and use of census data into focus for epidemiologists and public health professionals. Policy decision-makers should be well-versed in the public health importance of accurate and reliable census data for emergency preparedness planning, controlling disease outbreaks, and for addressing health concerns among vulnerable populations including the elderly, low-income, racial/ethnic minorities, and special residential groups (e.g., nursing homes). Valid census information is critical to ensure that policy makers and public health practitioners have the evidence needed to: (1) establish incidence rates, mortality rates, and prevalence for the full characterization of emerging health issues; (2) address disparities in health care, prevention strategies and health outcomes among vulnerable populations; and (3) plan and effectively respond in times of disaster and emergency. At a time when budget and sample size cuts have been implemented in the UK, a voluntary census is being debated in the US. In Canada, elimination of the mandatory long-form census in 2011 resulted in unreliable population enumeration, as well as a substantial waste of money and resources for taxpayers, businesses and communities. The purpose of this article is to provide a brief overview of recent international trends and to review the foundational role of the census in public health management and planning using historical and current examples of environmental contamination, cancer clusters and emerging infections. Citing a general absence of public health applications of the census in cost-benefit analyses, we call on policy makers to consider its application to emergency preparedness, outbreak response, and chronic disease prevention efforts. At the same time, we call on public health professionals to improve published estimates of monetary benefit (via either cost-benefit or cost-effectiveness analysis) to a given public health intervention. (C) 2017 Published by Elsevier Ltd on behalf of The Royal Society for Public Health.",,,,,,,,,,,,,,,,,,,,,,OCT,2017,151,,,,,,87,97,,10.1016/j.puhe.2017.05.015,,,,,,,,WOS:000413407300013,,,,,
J,"Brown, MJF",,,,"Brown, M. J. F.",,,Microsporidia: An Emerging Threat to Bumblebees?,TRENDS IN PARASITOLOGY,,,,,,,,,,,,"Microsporidia may cause emerging infectious diseases (EIDs) in bumblebees. Two drivers - commercial bumblebees and managed honey bees - have been identified as possible sources of pathogen spillover. In addition, declines in bumblebee populations may have led to lower genetic diversity and subsequent higher susceptibility to infection, enabling microsporidia to increase in prevalence. There is strong evidence for relatively recent increases in the prevalence of Nosema bomb! in North America. However, the lack of definitive data on spillover by microsporidia, in North America or elsewhere, makes it difficult to identify the causes of such increases. Phylogenomic studies are urgently needed to identify the global population structure of microsporidia in bumblebees, and thus identify the source of current and future epidemics.",,,,,,,,,,,,,,,,,,,,,,OCT,2017,33,10,,,,,754,762,,10.1016/j.pt.2017.06.001,,,,,,,,WOS:000413389700005,,,,,
J,"Otranto, D; Dantas-Torres, F; Mihalca, AD; Traub, RJ; Lappin, M; Baneth, G",,,,"Otranto, Domenico; Dantas-Torres, Filipe; Mihalca, Andrei D.; Traub, Rebecca J.; Lappin, Michael; Baneth, Gad",,,Zoonotic Parasites of Sheltered and Stray Dogs in the Era of the Global Economic and Political Crisis,TRENDS IN PARASITOLOGY,,,,,,,,,,,,"Sheltered and stray dogs, exposed to zoonotic parasites, including protozoa, helminths, and arthropods, may represent a major threat to public health. Resources for addressing health problems in these animals are not on the priority list of veterinary and public health authorities. Thus, dogs continue to represent an important reservoir for zoonotic parasites. In this article, we review the importance of sheltered and stray dogs as reservoirs of zoonotic parasites in different parts of the world, especially in the context of the current global political and economic crisis.",,,,,,,,,,,,,,,,,,,,,,OCT,2017,33,10,,,,,813,825,,10.1016/j.pt.2017.05.013,,,,,,,,WOS:000413389700010,,,,,
J,"Abuzaid, AA; Abdoon, AM; Aldahan, MA; Alzahrani, AG; Alhakeem, RF; Asiri, AM; Alzahrani, MH; Memish, ZA",,,,"Abuzaid, Abuzaid A.; Abdoon, Abdalmohsin M.; Aldahan, Mohamed A.; Alzahrani, Abdullah G.; Alhakeem, Raaft F.; Asiri, Abdullah M.; Alzahrani, Mohamed H.; Memish, Ziad A.",,,Cutaneous Leishmaniasis in Saudi Arabia: A Comprehensive Overview,VECTOR-BORNE AND ZOONOTIC DISEASES,,,,,,,,,,,,"Despite the great efforts by health authorities in Kingdom of Saudi Arabia (KSA), Cutaneous leishmaniasis (CL) continues to be a major public health problem in the country. Many risk factors make KSA prone to outbreaks and epidemics; among these, rapid urbanization and the huge population movement are the most important. The disease is endemic in many parts of KSA, with the majority of cases concentrated in six regions, including Al-Qaseem, Riyadh, Al-Hassa, Aseer, Ha'il, and Al-Madinah. Leishmania major (L. major) and Leishmania tropica (L. tropica) are the main dermotropic species, and Phlebotomus papatasi (vector of L. major) and Phlebotomus sergenti (vector of L. tropica) are the proved vectors of the disease. Psammomys obesus and Meriones libycus have been defined as the principal reservoir hosts of zoonotic CL in Al-Hassa oasis, Al-Madinah, and Al-Qaseem provinces. Clinically, males are affected more than females, and there is no variation between the Saudis and expatriates in terms of number of reported cases, but the disease tends to run a more severe course among non-Saudis. Face is the most commonly affected site, and ulcerative pattern accounts for 90% of lesions. Despite local and international recommendations of using laboratory diagnostics to confirm CL cases, most cases in KSA are diagnosed and treated on clinical grounds and local epidemiology. However, systemic parenteral sodium stibogluconate (SSG) is the first line of therapy and used to treat all CL patients irrespective of their clinical presentation or the incriminated species. In brief, more efforts are needed to combat this disease. Several aspects of the disease require more evaluation through encouragement of national and regional studies. Development of evidence based national diagnostic and management guidelines, as well as algorithms, is urgently needed to improve the practice of diagnosing and treating CL in KSA.",,,,,,,,,,,,,,,,,,,,,,OCT,2017,17,10,,,,,673,684,,10.1089/vbz.2017.2119,,,,,,,,WOS:000412011700001,,,,,
J,"Wang, JL; Li, TT; Liu, GH; Zhu, XQ; Yao, CQ",,,,"Wang, Jin-Lei; Li, Ting-Ting; Liu, Guo-Hua; Zhu, Xing-Quan; Yao, Chaoqun",,,Two Tales of Cytauxzoon felis Infections in Domestic Cats,CLINICAL MICROBIOLOGY REVIEWS,,,,,,,,,,,,"Cytauxzoonosis is an emerging infectious disease that affects wild felids as well as the domestic cat; it is caused by the apicomplexan protozoan parasites belonging to the genus Cytauxzoon. Cytauxzoon felis is the species of major concern, whose transmission occurs via the bite of an infected tick. Cytauxzoonosis of the domestic cat has historically been considered uniformly fatal, with a short course of illness, and most domestic cats die within 9 to 15 days postinfection. However, increasing evidence of domestic cats surviving C. felis infection suggests the existence of different strains with various levels of pathogenicity. Although wild felids are considered natural reservoirs for this parasite, a number of studies suggest that domestic cats that have survived nonlethal infections may serve as an additional reservoir. The current article comprehensively reviews the parasite and its life cycle, geographic distribution, genetic variability, and pathogenesis, as well as host immunology and the diagnosis, treatment, and prevention of infection in the domestic cat. This information should provide a basis for better understanding the parasite as well as the pathogenesis of the disease.",,,,,,,,,,,,,,,,,,,,,,OCT,2017,30,4,,,,,861,885,,10.1128/CMR.00010-17,,,,,,,,WOS:000411837200002,,,,,
J,"Westblade, LF; Simon, MS; Mathison, BA; Kirkman, LA",,,,"Westblade, Lars F.; Simon, Matthew S.; Mathison, Blaine A.; Kirkman, Laura A.",,,Babesia microti: from Mice to Ticks to an Increasing Number of Highly Susceptible Humans,JOURNAL OF CLINICAL MICROBIOLOGY,,,,,,,,,,,,"Babesia microti, a zoonotic intraerythrocytic parasite, is the primary etiological agent of human babesiosis in the United States. Human infections range from subclinical illness to severe disease resulting in death, with symptoms being related to host immune status. Despite advances in our understanding and management of B. microti, the incidence of infection in the United States has increased. Therefore, research focused on eradicating disease and optimizing clinical management is essential. Here we review this remarkable organism, with emphasis on the clinical, diagnostic, and therapeutic aspects of human disease.",,,,,,,,,,,,,,,,,,,,,,OCT,2017,55,10,,,,,2903,2912,,10.1128/JCM.00504-17,,,,,,,,WOS:000411617400006,,,,,
