authors,title,year,journal,search,abstract
"Elizabeth T. Borer, Anna-Liisa Laine, Eric W. Seabloom",A Multiscale Approach to Plant Disease Using the Metacommunity Concept,2016,Annual Review of Phytopathology,Annual Reviews,"Plant disease arises from the interaction of processes occurring at multiple spatial and temporal scales. With new tools such as next-generation sequencing, we are learning about the diversity of microbes circulating within and among plant populations and often coinhabiting host individuals. The proliferation of pathogenic microbes depends on single-species dynamics and multispecies interactions occurring within and among host cells, the spatial organization and genetic landscape of hosts, the frequency and mode of transmission among hosts and host populations, and the abiotic environmental context. Here, we examine empirical evidence from these multiple scales to assess the utility of metacommunity theory, a theoretical framework developed for free-living organisms to further our understanding of and assist in predicting plant-pathogen infection and spread. We suggest that deeper understanding of disease dynamics can arise through the application of this conceptual framework at scales ranging from individual cells to landscapes. In addition, we use this multiscale theoretical perspective to synthesize existing knowledge, generate novel hypotheses, and point toward promising future opportunities for the study of plant pathogens in natural populations."
"Gregory S. Gilbert, Ingrid M. Parker",The Evolutionary Ecology of Plant Disease: A Phylogenetic Perspective,2016,Annual Review of Phytopathology,Annual Reviews,"An explicit phylogenetic perspective provides useful tools for phytopathology and plant disease ecology because the traits of both plants and microbes are shaped by their evolutionary histories. We present brief primers on phylogenetic signal and the analytical tools of phylogenetic ecology. We review the literature and find abundant evidence of phylogenetic signal in pathogens and plants for most traits involved in disease interactions. Plant nonhost resistance mechanisms and pathogen housekeeping functions are conserved at deeper phylogenetic levels, whereas molecular traits associated with rapid coevolutionary dynamics are more labile at branch tips. Horizontal gene transfer disrupts the phylogenetic signal for some microbial traits. Emergent traits, such as host range and disease severity, show clear phylogenetic signals. Therefore pathogen spread and disease impact are influenced by the phylogenetic structure of host assemblages. Phylogenetically rare species escape disease pressure. Phylogenetic tools could be used to develop predictive tools for phytosanitary risk analysis and reduce disease pressure in multispecies cropping systems."
"Beth Redbird, David B. Grusky",Distributional Effects of the Great Recession: Where Has All the Sociology Gone?,2016,Annual Review of Sociology,Annual Reviews,"We review the main distributional effects of the Great Recession and the ways in which those effects have been organized into narratives. The Great Recession may affect poverty, inequality, and other economic and noneconomic outcomes by changing individual-level behavior, encouraging the rise of new social movements or reviving older ones, motivating new economic policy and associated institutional change, or affecting the ideologies and frames through which labor markets and the key forces for economic change are viewed. The amount of sociological research within each of these areas is relatively small (compared with the amount contributed by other disciplines) and has focused disproportionately on monitoring trends or uncovering the causal effects of the Great Recession on individual-level behavior. We review this existing research and point to opportunities for sociologists to better understand how the Great Recession may be changing the economy as well as our narratives about its problems and dysfunctions."
Christian Lüscher,The Emergence of a Circuit Model for Addiction,2016,Annual Review of Neuroscience,Annual Reviews,"Addiction is a disease of altered behavior. Addicts use drugs compulsively and will continue to do so despite negative consequences. Even after prolonged periods of abstinence, addicts are at risk of relapse, particularly when cues evoke memories that are associated with drug use. Rodent models mimic many of the core components of addiction, from the initial drug reinforcement to cue-associated relapse and continued drug intake despite negative consequences. Rodent models have also enabled unprecedented mechanistic insight into addiction, revealing plasticity of glutamatergic synaptic transmission evoked by the strong activation of mesolimbic dopamine—a defining feature of all addictive drugs—as a neural substrate for these drug-adaptive behaviors. Cell type–specific optogenetic manipulations have allowed both identification of the relevant circuits and design of protocols to reverse drug-evoked plasticity and to establish links of causality with drug-adaptive behaviors. The emergence of a circuit model for addiction will open the door for novel therapies, such as deep brain stimulation."
"Kyung-Ho Roh, Robert M. Nerem, Krishnendu Roy","Biomanufacturing of Therapeutic Cells: State of the Art, Current Challenges, and Future Perspectives",2016,Annual Review of Chemical and Biomolecular Engineering,Annual Reviews,"Stem cells and other functionally defined therapeutic cells (e.g., T cells) are promising to bring hope of a permanent cure for diseases and disorders that currently cannot be cured by conventional drugs or biological molecules. This paradigm shift in modern medicine of using cells as novel therapeutics can be realized only if suitable manufacturing technologies for large-scale, cost-effective, reproducible production of high-quality cells can be developed. Here we review the state of the art in therapeutic cell manufacturing, including cell purification and isolation, activation and differentiation, genetic modification, expansion, packaging, and preservation. We identify current challenges and discuss opportunities to overcome them such that cell therapies become highly effective, safe, and predictively reproducible while at the same time becoming affordable and widely available."
"Vidadi Yusibov, Natasha Kushnir, Stephen J. Streatfield",Antibody Production in Plants and Green Algae,2016,Annual Review of Plant Biology ,Annual Reviews,"Monoclonal antibodies (mAbs) have a wide range of modern applications, including research, diagnostic, therapeutic, and industrial uses. Market demand for mAbs is high and continues to grow. Although mammalian systems, which currently dominate the biomanufacturing industry, produce effective and safe recombinant mAbs, they have a limited manufacturing capacity and high costs. Bacteria, yeast, and insect cell systems are highly scalable and cost effective but vary in their ability to produce appropriate posttranslationally modified mAbs. Plants and green algae are emerging as promising production platforms because of their time and cost efficiencies, scalability, lack of mammalian pathogens, and eukaryotic posttranslational protein modification machinery. So far, plant- and algae-derived mAbs have been produced predominantly as candidate therapeutics for infectious diseases and cancer. These candidates have been extensively evaluated in animal models, and some have shown efficacy in clinical trials. Here, we review ongoing efforts to advance the production of mAbs in plants and algae."
"Michael B. Kantar, Catrin E. Tyl, Kevin M. Dorn, Xiaofei Zhang, Jacob M. Jungers, Joe M. Kaser, Rachel R. Schendel, James O. Eckberg, Bryan C. Runck, Mirko Bunzel, Nick R. Jordan, Robert M. Stupar, M. David Marks, James A. Anderson, Gregg A. Johnson, Craig C. Sheaffer, Tonya C. Schoenfuss, Baraem Ismail, George E. Heimpel, Donald L. Wyse",Perennial Grain and Oilseed Crops,2016,Annual Review of Plant Biology ,Annual Reviews,"Historically, agroecosystems have been designed to produce food. Modern societies now demand more from food systems—not only food, fuel, and fiber, but also a variety of ecosystem services. And although today's farming practices are producing unprecedented yields, they are also contributing to ecosystem problems such as soil erosion, greenhouse gas emissions, and water pollution. This review highlights the potential benefits of perennial grains and oilseeds and discusses recent progress in their development. Because of perennials' extended growing season and deep root systems, they may require less fertilizer, help prevent runoff, and be more drought tolerant than annuals. Their production is expected to reduce tillage, which could positively affect biodiversity. End-use possibilities involve food, feed, fuel, and nonfood bioproducts. Fostering multidisciplinary collaborations will be essential for the successful integration of perennials into commercial cropping and food-processing systems."
"Mark A. Griffin, Matteo Curcuruto",Safety Climate in Organizations,2016,Annual Review of Organizational Psychology and Organizational Behavior ,Annual Reviews,"Safety climate is a collective construct derived from individuals' shared perceptions of the various ways that safety is valued in the workplace. Research over the past 35 years shows that safety climate is an important predictor of safety behavior and safety outcomes such as accidents and injury. We first review the conceptual foundations of safety climate and explore how the construct can be applied to different levels of analysis. We then review ways that safety climate influences individual processes of sense making, motivation, and work behavior. Next, we explore the impact of safety climate on organization-level outcomes related to both safety and productivity. We conclude with suggestions for future research and practice to support the overall safety of people and organizations."
"Nicholas Freudenberg, Daliah Heller",A Review of Opportunities to Improve the Health of People Involved in the Criminal Justice System in the United States,2016,Annual Review of Public Health,Annual Reviews,"In the past decade, many constituencies have questioned the efficacy, cost, and unintended consequences of mass incarceration in the United States. Although substantial evidence now demonstrates that US incarceration policies have had unintended adverse health consequences, we know less about the strategies and policies that can prevent or reduce these problems for justice-involved individuals and how the criminal justice system (CJS) can contribute to the Healthy People 2020 national goal of eliminating inequities in health. This review examines strategies that have been used to improve the health of people at various stages of CJS involvement, including diversion from jail and prison stays into community settings, improvements to the social and physical environments within correctional facilities, provision of health and other services to inmates, assistance for people leaving correctional facilities to make the transition back to the community, and systems coordination and integration."
"Martin J.R. Hall, Richard L. Wall, Jamie R. Stevens",Traumatic Myiasis: A Neglected Disease in a Changing World,2016,Annual Review of Entomology,Annual Reviews,"Traumatic myiasis, the parasitic infestation by fly larvae in traumatic lesions of the tissues of living vertebrates, is a serious medical condition in humans and a welfare and economic issue in domestic animals. New molecular studies are providing insights into its evolution and epidemiology. Nevertheless, its incidence in humans is generally underreported, particularly in tropical and subtropical regions. Myiasis in domestic animals has been studied more extensively, but continuous management is difficult and expensive. A key concern is the inadvertent introduction and global spread of agents of myiasis into nonendemic areas, facilitated by climate change and global transport. The incursion of the New World screwworm fly (Cochliomyia hominivorax) into Libya is the most notable of many such range shifts and demonstrates the potential risks of these parasites and the costs of removing them once established in a geographic area. Nevertheless, the insect agents of myiasis can be of societal benefit to forensic science and in medicine as an aid to wound treatment (larval therapy)."
"Kenneth J. Linthicum, Seth C. Britch, Assaf Anyamba",Rift Valley Fever: An Emerging Mosquito-Borne Disease,2016,Annual Review of Entomology,Annual Reviews,"Rift Valley fever (RVF), an emerging mosquito-borne zoonotic infectious viral disease caused by the RVF virus (RVFV) (Bunyaviridae: Phlebovirus), presents significant threats to global public health and agriculture in Africa and the Middle East. RVFV is listed as a select agent with significant potential for international spread and use in bioterrorism. RVFV has caused large, devastating periodic epizootics and epidemics in Africa over the past ?60 years, with severe economic and nutritional impacts on humans from illness and livestock loss. In the past 15 years alone, RVFV caused tens of thousands of human cases, hundreds of human deaths, and more than 100,000 domestic animal deaths. Cattle, sheep, goats, and camels are particularly susceptible to RVF and serve as amplifying hosts for the virus. This review highlights recent research on RVF, focusing on vectors and their ecology, transmission dynamics, and use of environmental and climate data to predict disease outbreaks. Important directions for future research are also discussed."
"Samantha L. Lammie, James M. Hughes","Antimicrobial Resistance, Food Safety, and One Health: The Need for Convergence",2016,Annual Review of Food Science and Technology,Annual Reviews,"Antimicrobial resistance is a complex, multifaceted, urgent global health problem. There is increasing concern about the emergence of multidrug-resistant superbugs. These superbugs result in infections responsive to treatment with few if any currently available antimicrobial agents, reviving memories of the preantibiotic era and evoking concerns about a postantibiotic era. Use of antibiotics exerts selective pressure on pathogens as well as on commensal organisms that are part of the normal flora of humans, animals, and the environment; this favors the emergence of resistant strains and sometimes involves the food supply. Addressing this urgent threat requires implementation of a multifaceted strategy that has been articulated in the past few years; implementation will require sustained political will, investment in systems and research, and a One Health approach involving improved communication, cooperation, and collaboration among the many professional disciplines and organizations with important roles to play at the intersection of human, animal, and environmental health. Priorities include strengthened human and animal health surveillance and monitoring for resistant organisms, antimicrobial stewardship programs, infection-control programs, development and approval of new antimicrobial agents, research on innovative therapeutic approaches, development of rapid diagnostic tests and new vaccines, and educational programs that target professional groups and the public."
"Xiangyu Deng, Henk C. den Bakker, Rene S. Hendriksen",Genomic Epidemiology: Whole-Genome-Sequencing–Powered Surveillance and Outbreak Investigation of Foodborne Bacterial Pathogens,2016,Annual Review of Food Science and Technology,Annual Reviews,"As we are approaching the twentieth anniversary of PulseNet, a network of public health and regulatory laboratories that has changed the landscape of foodborne illness surveillance through molecular subtyping, public health microbiology is undergoing another transformation brought about by so-called next-generation sequencing (NGS) technologies that have made whole-genome sequencing (WGS) of foodborne bacterial pathogens a realistic and superior alternative to traditional subtyping methods. Routine, real-time, and widespread application of WGS in food safety and public health is on the horizon. Technological, operational, and policy challenges are still present and being addressed by an international and multidisciplinary community of researchers, public health practitioners, and other stakeholders."
"Mariana X. Byndloss, Renee M. Tsolis",Brucella spp. Virulence Factors and Immunity,2016,Annual Review of Animal Biosciences,Annual Reviews,"Brucellosis, caused by bacteria of the genus Brucella, is an important zoonotic infection that causes reproductive disease in domestic animals and chronic debilitating disease in humans. An intriguing aspect of Brucella infection is the ability of these bacteria to evade the host immune response, leading to pathogen persistence. Conversely, in the reproductive tract of infected animals, this stealthy pathogen is able to cause an acute severe inflammatory response. In this review, we discuss the different mechanisms used by Brucella to cause disease, with emphasis on its virulence factors and the dichotomy between chronic persistence and reproductive disease."
"Daniel C. Ganster, Tori L. Crain, Rebecca M. Brossoit",Physiological Measurement in the Organizational Sciences: A Review and Recommendations for Future Use,2017,Annual Review of Organizational Psychology and Organizational Behavior,Annual Reviews,"We review recent literature in the organizational sciences that uses some form of physiological measurement. We organize our review in terms of the underlying constructs that physiological measures were intended to assess. The majority of such constructs represents stress, health, or arousal, although these constructs are often studied in an attempt to understand a diverse set of other phenomena. The majority of the studies we discuss use peripheral measures of the autonomic nervous system or biological indicators of various physiological subsystems, such as the cardiovascular, metabolic, or immunological. Advances in instrumentation and biological assaying methods have made the use of physiological measures more feasible, and in some cases, affordable for researchers without specialized training in physiology. The significant challenges we discuss mostly concern issues of sampling and timing, as well as the careful selection of physiological indicators to fit the theoretical demands of the research."
"Charles H. Calisher, Stephen Higgs",The Discovery of Arthropod-Specific Viruses in Hematophagous Arthropods: An Open Door to Understanding the Mechanisms of Arbovirus and Arthropod Evolution?,2017,Annual Review of Entomology,Annual Reviews,"The discovery of an odd virus from hematophagous arthropods 40 years ago by Stollar and Thomas described cell fusing agent virus in cells derived from Aedes aegypti mosquitoes. Then came the report of Kamiti River virus from Ae. macintoshi in 1999, followed by worldwide reports of the discovery of other viruses of mosquitoes, ticks, and midges that replicate only in arthropods and not in vertebrates or in vertebrate cells. These viruses (now totaling at least 64 published) have genomes analogous to viruses in various families that include arboviruses and nonarboviruses. It is likely that some of these viruses have been insufficiently studied and may yet be shown to infect vertebrates. However, there is no doubt that the vast majority are restricted to arthropods alone and that they represent a recently recognized clade. Their biology, modes of transmission, worldwide distribution (some have been detected in wild-caught mosquitoes in both Asia and the United States, for example), molecular characteristics of their genomes, and potential for becoming vertebrate pathogens, or at least serving as virus reservoirs, are fascinating and may provide evidence useful in understanding virus evolution. Because metagenomics studies of arthropods have shown that arthropod genomes are the sources of arthropod virus genomes, further studies may also provide insights into the evolution of arthropods. More recently, others have published excellent papers that briefly review discoveries of arthropod viruses and that characterize certain genomic peculiarities, but, to now, there have been no reviews that encompass all these facets. We therefore anticipate that this review is published at a time and in a manner that is helpful for both virologists and entomologists to make more sense and understanding of this recently recognized and obviously important virus group. This review focuses specifically on arthropod viruses in hematophagous arthropods."
"Sylvia Cremer, Christopher D. Pull, Matthias A. Fürst",Social Immunity: Emergence and Evolution of Colony-Level Disease Protection,2017,Annual Review of Entomology,Annual Reviews,"Social insect colonies have evolved many collectively performed adaptations that reduce the impact of infectious disease and that are expected to maximize their fitness. This colony-level protection is termed social immunity, and it enhances the health and survival of the colony. In this review, we address how social immunity emerges from its mechanistic components to produce colony-level disease avoidance, resistance, and tolerance. To understand the evolutionary causes and consequences of social immunity, we highlight the need for studies that evaluate the effects of social immunity on colony fitness. We discuss the roles that host life history and ecology have on predicted eco-evolutionary dynamics, which differ among the social insect lineages. Throughout the review, we highlight current gaps in our knowledge and promising avenues for future research, which we hope will bring us closer to an integrated understanding of socio-eco-evo-immunology."
"Robert D. Holt, Michael B. Bonsall",Apparent Competition,2017,"Annual Review of Ecology, Evolution, and Systematics",Annual Reviews,"Most species have one or more natural enemies, e.g., predators, parasites, pathogens, and herbivores, among others. These species in turn typically attack multiple victim species. This leads to the possibility of indirect interactions among those victims, both positive and negative. The term apparent competition commonly denotes negative indirect interactions between victim species that arise because they share a natural enemy. This indirect interaction, which in principle can be reflected in many facets of the distribution and abundance of individual species and more broadly govern the structure of ecological communities in time and space, pervades many natural ecosystems. It also is a central theme in many applied ecological problems, including the control of agricultural pests, harvesting, the conservation of endangered species, and the dynamics of emerging diseases. At one end of the scale of life, apparent competition characterizes intriguing aspects of dynamics within individual organisms—for example, the immune system is akin in many ways to a predator that can induce negative indirect interactions among different pathogens. At intermediate scales of biological organization, the existence and strength of apparent competition depend upon many contingent details of individual behavior and life history, as well as the community and spatial context within which indirect interactions play out. At the broadest scale of macroecology and macroevolution, apparent competition may play a major, if poorly understood, role in the evolution of species’ geographical ranges and adaptive radiations."
"Siobhán B. Cooke, Liliana M. Dávalos, Alexis M. Mychajliw, Samuel T.",Anthropogenic Extinction Dominates Holocene Declines of West Indian Mammals,2017,"Annual Review of Ecology, Evolution, and Systematics",Annual Reviews,"The extensive postglacial mammal losses in the West Indies provide an opportunity to evaluate extinction dynamics, but limited data have hindered our ability to test hypotheses. Here, we analyze the tempo and dynamics of extinction using a novel data set of faunal last-appearance dates and human first-appearance dates, demonstrating widespread overlap between humans and now-extinct native mammals. Humans arrived in four waves (Lithic, Archaic, Ceramic, and European), each associated with increased environmental impact. Large-bodied mammals and several bats were extinct by the Archaic, following protracted extinction dynamics perhaps reflecting habitat loss. Most small-bodied rodents and lipotyphlan insectivores survived the Ceramic, but extensive landscape transformation and the introduction of invasive mammals following European colonization caused further extinctions, leaving a threatened remnant fauna. Both large- and small-bodied nonvolant mammals disappeared, reflecting complex relationships between body size, ecology, and anthropogenic change. Extinct bats were generally larger species, paralleling declines from natural catastrophes."
Kevin D. Lafferty,Marine Infectious Disease Ecology,2017,"Annual Review of Ecology, Evolution, and Systematics",Annual Reviews,"To put marine disease impacts in context requires a broad perspective on the roles infectious agents have in the ocean. Parasites infect most marine vertebrate and invertebrate species, and parasites and predators can have comparable biomass density, suggesting they play comparable parts as consumers in marine food webs. Although some parasites might increase with disturbance, most probably decline as food webs unravel. There are several ways to adapt epidemiological theory to the marine environment. In particular, because the ocean represents a three-dimensional moving habitat for hosts and parasites, models should open up the spatial scales at which infective stages and host larvae travel. In addition to open recruitment and dimensionality, marine parasites are subject to fishing, filter feeders, dose-dependent infection, environmental forcing, and death-based transmission. Adding such considerations to marine disease models will make it easier to predict which infectious diseases will increase or decrease in a changing ocean."
Sharon Abramowitz,Epidemics (Especially Ebola),2017,Annual Review of Anthropology,Annual Reviews,"Anthropology's response to the West African Ebola epidemic was one of the most rapid and expansive anthropological interventions to a global health emergency in the discipline's history. This article sets forth the size and scale of the anthropological response and describes the protagonists, interventions, and priorities for anthropological engagement. It takes an inclusive approach to anthropological praxis by engaging with the work of nonanthropologist “allies,” including qualitative researchers, social workers, and allied experts. The article narrates how the concept of “anthropology” came to serve as a semantic marker of solidarity with local populations, respect for customary practices and local sociopolitical realities, and an avowed belief in the capacities of local populations to lead localized epidemic prevention and response efforts. Of particular consideration is the range of complementary and conflicting epistemological, professional, and critical engagements held by anthropologists. The article also discusses how to assess anthropological “impact” in epidemics."
"Carol Shennan, Timothy J. Krupnik, Graeme Baird, Hamutahl Cohen, Kelsey Forbush, Robin J. Lovell, Elissa M. Olimpi",Organic and Conventional Agriculture: A Useful Framing?,2017,Annual Review of Environment and Resources,Annual Reviews,"In this review, we examine the debate surrounding the role for organic agriculture in future food production systems. Typically represented as a binary organic–conventional question, this debate perpetuates an either/or mentality. We question this framing and examine the pitfalls of organic–conventional cropping systems comparisons. The review assesses current knowledge about how these cropping systems compare across a range of metrics related to four sustainability goals: productivity, environmental health, economic viability, and quality of life. We conclude by arguing for reframing the debate, recognizing that farming systems fall along gradients between three philosophical poles—industrial, agrarian, and ecological—and that different systems will be appropriate in different contexts. Despite evidence for lower yields in organic crop systems, we found considerable evidence for environmental and social benefits. Given these advantages, and the potential for improving organic systems, we echo calls for increased investment in organic and ecologically based cropping systems research and extension."
"Laura López-Hoffman, Charles C. Chester, Darius J. Semmens, Wayne E. Thogmartin, M. Sofia Rodríguez-McGoffin, Robert Merideth, Jay E. Diffendorfer",Ecosystem Services from Transborder Migratory Species: Implications for Conservation Governance,2017,Annual Review of Environment and Resources,Annual Reviews,"This article discusses the conservation challenges of volant migratory transborder species and conservation governance primarily in North America. Many migratory species provide ecosystem service benefits to society. For example, insectivorous bats prey on crop pests and reduce the need for pesticides; birds and insects pollinate food plants; and birds afford recreational opportunities to hunters and birdwatchers. Migration is driven by the seasonal availability of resources; as resources in one area become seasonally scarce, individuals move to locations where resources have become seasonally abundant. The separation of the annual lifecycle means that species management and governance is often fractured across international borders. Because migratory species depend on habitat in different locations, their ability to provide ecosystem services in one area depends on the spatial subsidies, or support, provided by habitat and ecological processes in other areas. This creates telecouplings, or interconnections across geographic space, of areas such that impacts to the habitat of a migratory species in one location will affect the benefits enjoyed by people in other locations. Information about telecoupling and spatial subsidies can be used to craft new governance arrangements such as Payment for Ecosystem Services programs that target specific stakeholder groups and locations. We illustrate these challenges and opportunities with three North American case studies: the Duck Stamp Program, Mexican free-tailed bats (Tadarida brasiliensis mexicana), and monarch butterflies (Danaus plexippus)."
Yochai Benkler,"Law, Innovation, and Collaboration in Networked Economy and Society",2017,Annual Review of Law and Social Science,Annual Reviews,"Over the past 25 years, social science research in diverse fields has shifted its best explanations of innovation from (a) atomistic invention and development by individuals, corporate or natural, to networked learning; (b) market-based innovation focused on material self-interest to interaction between market and nonmarket practices under diverse motivations; and (c) property rights exclusively to interaction between property and commons. These shifts have profound implications for how we must think about law and innovation. Patents, copyrights, noncompete agreements, and trade secret laws are all optimized for an increasingly obsolete worldview. Strong intellectual property impedes, rather than facilitates, innovation when we understand that knowledge flows in learning networks, mixing of market and nonmarket models and motivations, and weaving of commons with property are central to the innovation process."
"Ann Harrison, Leslie A. Martin, Shanthi Nataraj",Green Industrial Policy in Emerging Markets,2017,Annual Review of Resource Economics ,Annual Reviews,"In this review, we discuss the challenges and opportunities associated with implementing green industrial policy in developing countries. These policies promote industries that produce green technologies and encourage traditional industries to produce goods and services in greener ways. We describe the experience in some emerging markets of voluntary programs to reduce emissions. Contrasting India and China's efforts to promote their solar photovoltaic industries, we also discuss the relative efficiency of promoting deployment versus promoting R&D. We also warn against expecting too much from policies that encourage renewables while governments simultaneously subsidize fossil fuels. The review discusses the potential of hybrid policies that combine command-and-control regulations targeted at the intensive margin for the largest polluters with market-based incentives that widen the reach of environmental regulations. We conclude with a discussion of how dismantling tariffs and facilitating foreign direct investment, ostensibly for nonenvironmental reasons, can have important environmental consequences."
"Matthew S. Clancy, GianCarlo Moschini",Intellectual Property Rights and the Ascent of Proprietary Innovation in Agriculture,2017,Annual Review of Resource Economics ,Annual Reviews,"Biological innovations in agriculture did not enjoy protection by formal intellectual property rights (IPRs) for a long time, but the recent trend has been one of considerable broadening and strengthening of these rights. We document the nature and evolution of these IPRs and provide an assessment of their impacts on innovation. We integrate elements of the institutional history of plant IPRs with a discussion of the relevant economic theory and a review of applicable empirical evidence. Throughout this review, we highlight how the experience of biological innovation mirrors or differs from the broader literature on IPRs and innovation. We conclude with some considerations on the relationship between IPRs, market structure, and the pricing of proprietary inputs in agriculture."
Ian M. Sheldon,Certification Mechanisms for Credence Attributes of Foods: Does It Matter Who Provides Diagnosis?,2017,Annual Review of Resource Economics ,Annual Reviews,"Credence goods markets are subject to failure because consumers are unable to punish fraudulent experts who diagnose and supply treatment, and they lack the technical expertise with which to verify the quality of treatment actually offered. The focus of research in agricultural economics has been almost entirely on how labeling and certification of food products that contain credence attributes resolve the lemons problem. This ignores the crucial role that firms, nongovernmental organizations, or government regulatory agencies, acting either independently or jointly as experts, play in the process of diagnosis and treatment in credence goods markets. This is important if experts fail to act in good faith through their diagnosis and treatment."
"Matthew D. Marsden, Jerome A. Zack",Humanized Mouse Models for Human Immunodeficiency Virus Infection,2017,Annual Review of Virology,Annual Reviews,"Human immunodeficiency virus (HIV) remains a significant source of morbidity and mortality worldwide. No effective vaccine is available to prevent HIV transmission, and although antiretroviral therapy can prevent disease progression, it does not cure HIV infection. Substantial effort is therefore currently directed toward basic research on HIV pathogenesis and persistence and developing methods to stop the spread of the HIV epidemic and cure those individuals already infected with HIV. Humanized mice are versatile tools for the study of HIV and its interaction with the human immune system. These models generally consist of immunodeficient mice transplanted with human cells or reconstituted with a near-complete human immune system. Here, we describe the major humanized mouse models currently in use, and some recent advances that have been made in HIV research/therapeutics using these models."
Anice C. Lowen,"Constraints, Drivers, and Implications of Influenza A Virus Reassortment",2017,Annual Review of Virology,Annual Reviews,"Influenza A viruses are constantly changing. This change accounts for seasonal epidemics, infrequent pandemics, and zoonotic outbreaks. A major mechanism underlying the genetic diversification of influenza A virus is reassortment of intact gene segments between coinfecting viruses. This exchange is possible because of the segmented nature of the viral genome. Here, I first consider the constraints and drivers acting on influenza A virus reassortment, including the likelihood of coinfection at the host and cellular levels, mixing and assembly of heterologous gene segments within coinfected cells, and the fitness associated with reassortant genotypes. I then discuss the implications of reassortment for influenza A virus evolution, including its classically recognized role in the emergence of genetically “shifted” pandemic strains as well as its potential role as a catalyst of genetic drift."
"Valerie Cortez, Victoria A. Meliopoulos, Erik A. Karlsson, Virginia Hargest, Cydney Johnson, Stacey Schultz-Cherry",Astrovirus Biology and Pathogenesis,2017,Annual Review of Virology,Annual Reviews,"Astroviruses are nonenveloped, positive-sense single-stranded RNA viruses that cause gastrointestinal illness. Although a leading cause of pediatric diarrhea, human astroviruses are among the least characterized enteric RNA viruses. However, by using in vitro methods and animal models to characterize virus-host interactions, researchers have discovered several important properties of astroviruses, including the ability of the astrovirus capsid to act as an enterotoxin, disrupting the gut epithelial barrier. Improved animal models are needed to study this phenomenon, along with the pathogenesis of astroviruses, particularly in those strains that can cause extraintestinal disease. Much like for other enteric viruses, the current dogma states that astroviruses infect in a species-specific manner; however, this assumption is being challenged by growing evidence that these viruses have potential to cross species barriers. This review summarizes these remarkable facets of astrovirus biology, highlighting critical steps toward increasing our understanding of this unique enteric pathogen."
"Marco Vignuzzi, Stephen Higgs",The Bridges and Blockades to Evolutionary Convergence on the Road to Predicting Chikungunya Virus Evolution,2017,Annual Review of Virology,Annual Reviews,"Chikungunya virus, first isolated in the 1950s, has since reemerged to cause several epidemics and millions of infections throughout the world. What was once blurred and confused with dengue virus in both diagnosis and name has since become one of the best-characterized arboviral diseases. In this review, we cover the history of this virus, its evolution into distinct genotypes and lineages, and, most notably, the convergent evolution observed in recent years. We highlight research that reveals to what extent convergent evolution, and its inherent predictability, may occur and what genetic or environmental factors may hinder it."
"L.M. Shulman, I. Davidson",Viruses with Circular Single-Stranded DNA Genomes Are Everywhere!,2017,Annual Review of Virology,Annual Reviews,"Circular single-stranded DNA viruses infect archaea, bacteria, and eukaryotic organisms. The relatively recent emergence of single-stranded DNA viruses, such as chicken anemia virus (CAV) and porcine circovirus 2 (PCV2), as serious pathogens of eukaryotes is due more to growing awareness than to the appearance of new pathogens or alteration of existing pathogens. In the case of the ubiquitous human circular single-stranded DNA virus family Anelloviridae, there is still no convincing direct causal relation to any specific disease. However, infections may play a role in autoimmunity by changing the homeostatic balance of proinflammatory cytokines and the human immune system, indirectly affecting the severity of diseases caused by other pathogens. Infections with CAV (family Anelloviridae, genus Gyrovirus) and PCV2 (family Circoviridae, genus Circovirus) are presented here because they are immunosuppressive and affect health in domesticated animals. CAV shares genomic organization, genomic orientation, and common features of major proteins with human anelloviruses, and PCV2 DNA may be present in human food and vaccines."
"Nicolás Sarute, Susan R. Ross",New World Arenavirus Biology,2017,Annual Review of Virology,Annual Reviews,"Hemorrhagic fevers caused by viruses were identified in the late 1950s in South America. These viruses have existed in their hosts, the New World rodents, for millions of years. Their emergence as infectious agents in humans coincided with changes in the environment and farming practices that caused explosions in their host rodent populations. Zoonosis into humans likely occurs because the pathogenic New World arenaviruses use human transferrin receptor 1 to enter cells. The mortality rate after infection with these viruses is high, but the mechanism by which disease is induced is still not clear. Possibilities include direct effects of cellular infection or the induction of high levels of cytokines by infected sentinel cells of the immune system, leading to endothelia and thrombocyte dysfunction and neurological disease. Here we provide a review of the ecology and molecular and cellular biology of New World arenaviruses, as well as a discussion of the current animal models of infection. The development of animal models, coupled with an improved understanding of the infection pathway and host response, should lead to the discovery of new drugs for treating infections."
"Matthew D. Surette, Gerard D. Wright",Lessons from the Environmental Antibiotic Resistome,2017,Annual Review of Microbiology,Annual Reviews,"Antibiotic resistance is a global public health issue of growing proportions. All antibiotics are susceptible to resistance. The evidence is now clear that the environment is the single largest source and reservoir of resistance. Soil, aquatic, atmospheric, animal-associated, and built ecosystems are home to microbes that harbor antibiotic resistance elements and the means to mobilize them. The diversity and abundance of resistance in the environment is consistent with the ancient origins of antibiotics and a variety of studies support a long natural history of associated resistance. The implications are clear: Understanding the evolution of resistance in the environment, its diversity, and mechanisms is essential to the management of our existing and future antibiotic resources."
