STUDY_ID,REVIEWERS,SCREEN1,SCREEN2,authors,title,year,journal,search,abstract
3987,Cecilia,NO,NA,"Ryser-Degiorgis, MP; Pewsner, M; Angst, C",joining the dots - understanding the complex interplay between the values we place on wildlife biodiversity conservation human and animal health: a review,2015,SCHWEIZER ARCHIV FUR TIERHEILKUNDE,Web of Science,"The value of wildlife has long been ignored or under-rated. However, growing concerns about biodiversity loss and emerging diseases of wildlife origin have enhanced debates about the importance of wildlife. Wildlife-related diseases are viewed through these debates as a potential threat to wildlife conservation and domestic animal and human health. This article provides an overview of the values we place on wildlife (positive: socio-cultural, nutritional, economic, ecological; and negative: damages, health issues) and of the significance of diseases for biodiversity conservation. It shows that the values of wildlife, the emergence of wildlife diseases and biodiversity conservation are closely linked. The article also illustrates why investigations into wildlife diseases are now recognized as an integral part of global health issues. The modern One Health concept requires multi-disciplinary research groups including veterinarians, human physicians, ecologists and other scientists collaborating towards a common goal: prevention of disease emergence and preservation of ecosystems, both of which are essential to protect human life and well-being."
3988,Cecilia,NO,NA,"Trckova, M; Matlova, L; Dvorska, L; Pavlik, I",kaolin bentonite and zeolites as feed supplements for animals: health advantages and risks,2004,VETERINARNI MEDICINA,Web of Science,"Feeding kaolin as a supplement to pigs for prevention of diarrheal diseases has been introduced into some farms in the Czech Republic. Peat was used in the 1990s for a similar purpose; however, most farmers ceased feeding peat as a supplement because of its frequent contamination with conditionally pathogenic mycobacteria, esp. with Mycobacterium avium subsp. hominissuis. The aim of the present paper is to review available literature from the standpoint of the advantages and disadvantages related to feeding kaolin as a supplement to animals. Its positive effects exerted through the diet primarily consist in its adsorbent capability which may be useful for detoxification of the organism and for prevention of diarrheal diseases in pigs. Because the mechanism of action of kaolin fed as a supplement is unknown, a risk related to its potential interactions with other nutrient compounds of the diet exists. Therefore, it is necessary to investigate the effectiveness and safety of feeding kaolin in detail with regard to the health status and performance of each farm animal species. The disadvantage of kaolin use is its potential toxicity, provided it has been mined from the environment with natural or anthropogenic occurrence of toxic compounds. Another risk factor is a potential contamination of originally sterile kaolin with conditionally pathogenic mycobacteria from surface water, dust, soil, and other constituents of the environment in the mines during kaolin extraction, processing and storage."
3989,Joy,NO,NA,"Ellwanger, JH; Chies, JAB",keeping track of hidden dangers - the short history of the sabia virus,2017,REVISTA DA SOCIEDADE BRASILEIRA DE MEDICINA TROPICAL,Web of Science,"Emerging infectious diseases are a global threat. In countries like Brazil, where biodiversity is high and public health conditions in terms of infrastructure and medical care are often precarious, emerging diseases are particularly worrisome. The lack of monitoring strategies to identify pathogens with the potential to cause outbreaks or epidemics is another problem in Brazil and other developing countries. In this article, we present the history of the Sabia virus (SABV), a pathogen that was described in the 1990s in Brazil. Several aspects of the biology and ecology of the SABV remain unknown. The SABV has the potential to cause hemorrhagic fever in humans. To date, four cases of human infections have been reported worldwide; two were naturally acquired (both in Brazil), whereas the other two were linked to occupational exposure in the laboratory environment (one in Brazil and one in the USA). In this review, we summarize the basic biological and ecological characteristics of the SABV. This is the first work to gather all available data on the historical aspects involving the cases of SABV infection along with an update on its characteristic features."
3990,Cecilia,NO,NA,"Principi, N; Esposito, S",kingella kingae infections in children,2015,BMC INFECTIOUS DISEASES,Web of Science,"Background: Improvements in culture techniques and molecular detection methods have led to findings indicating that, particularly in infants and young children, Kingella kingae is a significantly more important pathogen than previously thought. However, despite this, the pediatric community is still largely unaware of the existence of this organism. The aim of this review is therefore to summarise current knowledge of the epidemiology, transmission, clinical presentation, diagnosis and treatment of K. kingae infections in children. Discussion: K. kingae is a common coloniser of the oropharynx, can be transmitted from child to child, and can cause outbreaks of infection. Invasive infections almost exclusively occur in children aged between six months and four years of age, and involve mainly joints and bone, less frequently the endocardium, and very rarely other localisations. With the exception of bacteremia and endocarditis, which can be followed by severe complications, the diseases due to K. kingae are usually accompanied by mild to moderate clinical signs and symptoms, and only slightly altered laboratory data. Moreover, they generally respond to widely used antibiotics, although resistant strains are reported. However, the mild symptoms and limited increase in the levels of acute phase reactants create problems because K. kingae disease may be confused with other clinical conditions that have a similar clinical picture. Conclusions: Although K. kingae was identified more than 50 years ago, it is poorly known by pediatricians and is not systematically sought in laboratories. Education is therefore necessary in order to reduce the risk of outbreaks, permit the early identification of K. kingae infections, and allow the prompt prescription of adequate therapeutic regimens capable of avoiding the risk of a negative evolution in those cases in which this elusive pathogen can cause significant clinical problems."
3991,Joy,NO,NA,"Pattnaik, P",kyasanur forest diseasea: an epidemiological view in india,2006,REVIEWS IN MEDICAL VIROLOGY,Web of Science,"Kyasanur forest disease (KFD) was first recognised as a febrile illness in the Shimoga district of Karnataka state of India. The causative agent, KFD virus (KFDV), is a highly pathogenic member in the family Flaviviridae, producing a haemorrhagic disease in infected human beings. KFD is a zoonotic disease and has so far been localised only in a southern part of India. The exact cause of its emergence in the mid 1950s is not known. A variant of KFDV, characterised serologically and genetically as Alkhurma haemorrhagic fever virus (AHFV), has been recently identified in Saudi Arabia. KFDV and AHFV share 89% sequence homology, suggesting common ancestral origin. Homology modelling of KFDV envelope (E) protein exhibited a structure similar to those of other flaviviruses, suggesting a common mechanism of virus-cell fusion. The possible mechanism of receptor-ligand interaction involved in infection by KFDV may resemble that of other flavivirses. Present understanding is that KFDV may be persisting silently in several regions of India and that antigenic and structural differences from other tick borne viruses may be related to the unique host specificity and pathogenicity of KFDV. From January 1999 through January 2005, an increasing number of KFD cases have been detected in Karnataka state of Indian subcontinent despite routine vaccination, suggesting insufficient efficacy of the current vaccine protocol. However, the exact cause of the increase of KFD cases needs further investigation. Considering the requirement of safer and more effective vaccines in general, there is clearly a need for developing an alternative vaccine as well as a rapid diagnostic system for KFD. The changing ecology of the prime focus of the KFD also warrants attention, as it may lead to establishment of the disease in newer localities, never reported before. Copyright (c) 2006 John Wiley & Sons, Ltd."
3992,Cecilia,NO,NA,"Borel, N; Frey, CF; Gottstein, B; Hilbe, M; Pospischil, A; Franzoso, FD; Waldvogel, A",laboratory diagnosis of ruminant abortion in europe,2014,VETERINARY JOURNAL,Web of Science,"Abortion in ruminants is a major cause of economic loss worldwide, and the management and control of outbreaks is important in limiting their spread, and in preventing zoonotic infections. Given that rapid and accurate laboratory diagnosis is central to controlling abortion outbreaks, the submission of tissue samples to laboratories offering the most appropriate tests is essential. Direct antigen and/or DNA detection methods are the currently preferred methods of reaching an aetiological diagnosis, and ideally these results are confirmed by the demonstration of corresponding macroscopic and/or histopathological lesions in the fetus and/or the placenta. However, the costs of laboratory examinations may be considerable and, even under optimal conditions, the percentage of aetiological diagnoses reached can be relatively low. This review focuses on the most commonly occurring and important abortifacient pathogens of ruminant species in Europe highlighting their epizootic and zoonotic potential. The performance characteristics of the various diagnostic methods used, including their specific advantages and limitations, are discussed. (C) 2014 Elsevier Ltd. All rights reserved."
3993,Joy,NO,NA,"Ogdee, JL; Henke, SE; Wester, DB",lack of human awareness and the need for increased public education regarding the zoonotic parasite baylisascaris procyonis,2016,HUMAN-WILDLIFE INTERACTIONS,Web of Science,"Baylisascaris procyonis is a large parasitic nematode found in the small intestines of raccoons (Procyon lotor), the definitive host, and causes larva migrans in humans and other animals. Humans can become infected by ingesting B. procyonis eggs, which can remain viable in the environment for years and adhere to vegetation, soil, water, raccoon feces, or hands. Parasitic infections manifest in humans with neural and ocular larva migrans, characterized by clinical symptoms of head and body tilt, circling, recumbency, ataxia, blindness, nervous behavior, paralysis, and coma, leading to death. Prevalence of B. procyonis in humans is unknown. However, human cases may be more common in endemic areas than initially suspected because humans with low-level infections may not develop clinical signs and can go undiagnosed. Therefore, the prevalence of human B. procyonis infections can be high, especially in endemic areas where suburban sprawl increases the likelihood of frequent human contact with raccoons and their latrines. We surveyed adults from Texas to ascertain their knowledge of raccoon behavior and of B. procyonis as a potential zoonotic disease. No differences were observed in responses due to gender, ethnicity, age, or education level. In general, Texans had superficial knowledge of raccoon behavior and virtually no knowledge of B. procyonis and its inherent dangers as a zoonotic disease. Due to the apparent limited public awareness about the potential clinical hazards presented by B. procyonis, greater public education efforts are warranted."
3994,Joy,NO,NA,"Moleon, M; Sanchez-Zapata, JA; Real, J; Garcia-Charton, JA; Gil-Sanchez, JM; Palma, L; Bautista, J; Bayle, P",large-scale spatio-temporal shifts in the diet of a predator mediated by an emerging infectious disease of its main prey,2009,JOURNAL OF BIOGEOGRAPHY,Web of Science,"Aim To explore the influence of an emerging infectious disease (EID) affecting a prey species on the spatial patterns and temporal shifts in the diet of a predator over a large geographical scale. We reviewed studies on the diet of Bonelli's eagles (Hieraaetus fasciatus) in order to determine the repercussions of the reduction in the density of its main prey, the rabbit (Oryctolagus cuniculus), caused by outbreaks of rabbit haemorrhagic disease (RHD) since 1988. Location Western continental Europe. Methods We compiled published and unpublished information on the diet of breeding Bonelli's eagles from Portugal, Spain and France for a 39-year study period (1968-2006). Nonparametric tests were used in order to analyse temporal shifts in diet composition and trophic diversity (H') between the periods of 'high' (before outbreak of RHD) and 'low' rabbit density (after outbreak of RHD). A combination of hierarchical agglomerative clustering and non-metric multidimensional scaling (NMDS) analyses were used to test for the existence of geographical patterns in the diet of Bonelli's eagles in each period. Results The diet of the Bonelli's eagle consisted of rabbit (28.5%), pigeons (24.0%), partridges (15.3%), 'other birds' (11.6%), 'other mammals' (7.1%), corvids (7.0%), and herptiles (6.4%). However, RHD had large consequences for its feeding ecology: the consumption of rabbits decreased by one-third after the outbreak of RHD. Conversely, trophic diversity (H') increased after outbreak of RHD. At the same time, the analyses showed clear geographical patterns in the diet of the Bonelli's eagle before, but not after, RHD outbreak. Main conclusions Geographical patterns in the diet of the Bonelli's eagle in western Europe seem to be driven mainly by spatio-temporal variation in the abundance of rabbits and, to a lesser extent, by the local (territorial) environmental features conditioning the presence and density of alternative prey species. We show that an EID can disrupt predator-prey relationships at large spatial and temporal scales through a severe decline in the population of the main prey species. Hence we argue that strict guidelines should be drawn up to prevent human-aided dissemination of 'pathogen pollution', which can threaten wildlife not only at the population and species level but also at the community and ecosystem scale."
3995,Cecilia,NO,NA,"Teigen, PM",legislating fear and the public health in gilded age massachusetts,2007,JOURNAL OF THE HISTORY OF MEDICINE AND ALLIED SCIENCES,Web of Science,"Between 1876 and 1881 Massachusetts experienced an outbreak of human rabies (hydrophobia). The entire state-the Governor, the legislature, the State Board of Health, newspapers, and the citizenry and elected officials of every town and city-reacted to the disease. Central to the response was the Commonwealth's legislature called the General Court. Through public hearings, their own debates, and the passage of legislation, it resolved widespread fear and anger, mediated conflicting concepts of disease, and promoted social solidarity in the face of an epidemic. This article first narrates the General Court's legislative actions; it then examines the conflicting understandings of disease causality; finally, it explores the social and political rituals the legislature drew upon to deal with this public health crisis. Arguing that public health legislation is simultaneously instrumental and symbolic, this article demonstrates that attention to both enriches the study of epidemics, historical and yet to come."
3996,Joy,NO,NA,"Jacobson, RL",leishmania tropica (kinetoplastida : trypanosomatidae) - a perplexing parasite,2003,FOLIA PARASITOLOGICA,Web of Science,"Leishmania tropica is one of the causative agents of cutaneous leishmaniasis (CL), a disfiguring parasitic disease that recently was found to be viscerotropic. In urban areas it is transmitted from infected individuals by the bite of phlebotomine sand flies to naive persons (anthroponotic CL). In rural areas animals are thought to be the reservoir, but the full life cycle is still under investigation (zoonotic CL). For many years L. tropica was either confused or merely grouped with L. major while Phlebotomus sergenti was the only proven vector. In recent years new foci have erupted, but few have been investigated. This review describes some of the history, recent findings, epidemiology, potential vectors, and the search for possible reservoir hosts besides man."
3997,Cecilia,NO,NA,"Jaffe, CL; Baneth, G; Abdeen, ZA; Schlein, Y; Warburg, A",leishmaniasis in israel and the palestinian authority,2004,TRENDS IN PARASITOLOGY,Web of Science,"Cutaneous and visceral leishmaniasis in the Middle East has been known since the early 1900s. Recent epidemiological studies show that they are re-emerging as important public health problems in areas long believed to be disease free. Cutaneous leishmaniasis, caused by Leishmania tropica, has become a significant problem in northern Israel and parts of the West Bank, whereas zoonotic foci of Leishmania major in the Jericho area and Negev desert present a threat to increasing populations. Canine leishmaniasis, caused by Leishmania infantum, is now highly prevalent in central Israel and encroaching on urban areas. Recent studies on the vectors and reservoir hosts, in addition to the molecular characterization of Leishmania, are helping us understand the dynamics of these diseases."
3998,Joy,NO,NA,"Pavli, A; Maltezou, HC",leishmaniasis an emerging infection in travelers,2010,INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES,Web of Science,"Leishmaniasis is a vector-borne protozoan infection with a wide clinical spectrum, which ranges from asymptomatic infection to fatal visceral leishmaniasis. A review of the recent literature indicates a sharp increase in imported leishmaniasis cases in developed, non-endemic countries over the last decade, in association with increasing international tourism, military operations, and the influx of immigrants from endemic countries. South America is the main area for the acquisition of cutaneous leishmaniasis, and adventure travelers on long-term trips in highly-endemic forested areas are at particular risk. Popular Mediterranean destinations are emerging as the main areas of acquisition of visceral leishmaniasis for European travelers. Leishmaniasis should be considered in patients presenting with a compatible clinical syndrome and a history of travel to an endemic area, even if this occurred several months or years ago. Appropriate counseling should be provided to adventure travelers, military personnel, researchers, and other groups of travelers likely to be exposed to sandflies in endemic areas. (C) 2010 International Society for Infectious Diseases. Published by Elsevier Ltd. All rights reserved."
3999,Cecilia,NO,NA,"Antinori, S; Schifanella, L; Corbellino, M",leishmaniasis: new insights from an old and neglected disease,2012,EUROPEAN JOURNAL OF CLINICAL MICROBIOLOGY & INFECTIOUS DISEASES,Web of Science,"Leishmaniases are a clinically heterogeneous group of diseases caused by protozoa of the genus Leishmania. There is growing evidence that the true incidence of the disease is underestimated, especially in hyperendemic regions. Moreover, climate changes together with the increasing movement of humans and animals raise concerns about the possible introduction of Leishmania infection in previously spared areas. The disease is emerging in immunocompromised patients undergoing bone marrow or solid organ transplantation or treatment with biologic drugs. Furthermore, the deployment of military troops and travel to endemic areas are associated with the observation of a growing number of patients with cutaneous disease. Improvement in diagnostic methods, both in the field and in specialized laboratories, has been obtained through the implementation of molecular amplification methods and using the rK39 antigen as the substrate. Finally, new therapeutic approaches are gaining attention, such as the use of miltefosine for cutaneous leishmaniasis and paromomycin for visceral leishmaniasis, as well as the use of various antileishmanial drugs in combination."
4000,Cecilia,NO,NA,"Dantas-Torres, F",leishmune((r)) vaccine: the newest tool for prevention and control of canine visceral leishmaniosis and its potential as a transmission-blocking vaccine,2006,VETERINARY PARASITOLOGY,Web of Science,"Canine visceral leishmaniosis is a life-threatening disease caused by Leishmania infantum. For quite some time, specialists in leishmaniosis have tried to develop more affordable and effective control measures against this disease. In this search, the first vaccine against canine visceral leishmaniosis was recently licensed in Brazil. In the light of recent research, the Leishmune (R) vaccine might be seen as the newest tool for prevention and control of canine visceral leishmaniosis. Moreover, the potential of the Leishmune (R) as a transmission-blocking vaccine has recently been demonstrated, indicating its usefulness in the control of 66 zoonotic visceral leishmaniosis. (c) 2006 Elsevier B.V. All rights reserved."
4001,Joy,NO,NA,"Solano-Gallego, L; Miro, G; Koutinas, A; Cardoso, L; Pennisi, MG; Ferrer, L; Bourdeau, P; Oliva, G; Baneth, G",leishvet guidelines for the practical management of canine leishmaniosis,2011,PARASITES & VECTORS,Web of Science,"The LeishVet group has formed recommendations designed primarily to help the veterinary clinician in the management of canine leishmaniosis. The complexity of this zoonotic infection and the wide range of its clinical manifestations, from inapparent infection to severe disease, make the management of canine leishmaniosis challenging. The recommendations were constructed by combining a comprehensive review of evidence-based studies, extensive clinical experience and critical consensus opinion discussions. The guidelines presented here in a short version with graphical topic displays suggest standardized and rational approaches to the diagnosis, treatment, follow-up, control and prevention of canine leishmaniosis. A staging system that divides the disease into four stages is aimed at assisting the clinician in determining the appropriate therapy, forecasting prognosis, and implementing follow-up steps required for the management of the leishmaniosis patient."
4002,Cecilia,NO,NA,"Pennisi, MG; Cardoso, L; Baneth, G; Bourdeau, P; Koutinas, A; Miro, G; Oliva, G; Solano-Gallego, L",leishvet update and recommendations on feline leishmaniosis,2015,PARASITES & VECTORS,Web of Science,"Limited data is available on feline leishmaniosis (FeL) caused by Leishmania infantum worldwide. The LeishVet group presents in this report a review of the current knowledge on FeL, the epidemiological role of the cat in L. infantum infection, clinical manifestations, and recommendations on diagnosis, treatment and monitoring, prognosis and prevention of infection, in order to standardize the management of this disease in cats. The consensus of opinions and recommendations was formulated by combining a comprehensive review of evidence-based studies and case reports, clinical experience and critical consensus discussions. While subclinical feline infections are common in areas endemic for canine leishmaniosis, clinical illness due to L. infantum in cats is rare. The prevalence rates of feline infection with L. infantum in serological or molecular-based surveys range from 0 % to more than 60 %. Cats are able to infect sand flies and, therefore, they may act as a secondary reservoir, with dogs being the primary natural reservoir. The most common clinical signs and clinicopathological abnormalities compatible with FeL include lymph node enlargement and skin lesions such as ulcerative, exfoliative, crusting or nodular dermatitis (mainly on the head or distal limbs), ocular lesions (mainly uveitis), feline chronic gingivostomatitis syndrome, mucocutaneous ulcerative or nodular lesions, hypergammaglobulinaemia and mild normocytic normochromic anaemia. Clinical illness is frequently associated with impaired immunocompetence, as in case of retroviral coinfections or immunosuppressive therapy. Diagnosis is based on serology, polymerase chain reaction (PCR), cytology, histology, immunohistochemistry (IHC) or culture. If serological testing is negative or low positive in a cat with clinical signs compatible with FeL, the diagnosis of leishmaniosis should not be excluded and additional diagnostic methods (cytology, histology with IHC, PCR, culture) should be employed. The most common treatment used is allopurinol. Meglumine antimoniate has been administered in very few reported cases. Both drugs are administered alone and most cats recover clinically after therapy. Follow-up of treated cats with routine laboratory tests, serology and PCR is essential for prevention of clinical relapses. Specific preventative measures for this infection in cats are currently not available."
4003,Joy,NO,NA,"Hartmann, K; Egberink, H; Pennisi, MG; Lloret, A; Addie, D; Belak, S; Boucraut-Baralon, C; Frymus, T; Gruffydd-Jones, T; Hosie, MJ; Lutz, H; Marsilio, F; Mostl, K; Radford, AD; Thiry, E; Truyen, U; Horzinek, MC",leptospira species infection in cats: abcd guidelines on prevention and management,2013,JOURNAL OF FELINE MEDICINE AND SURGERY,Web of Science,"Overview: Leptospirosis is a bacterial disease affecting a variety of domestic and wild animals as well as humans worldwide. Leptospirosis has been reported in over 150 mammalian species. It is considered an emerging infectious disease in humans and in dogs. Subclinically infected wild and domestic animals serve as reservoir hosts and are a potential source of infection for incidental hosts and humans. Infection: Reports of leptospirosis in cats are rare, but the importance of cats shedding Leptospira species and serving as a source of infection has recently gained attention. Leptospira species antibodies are commonly present in the feline population, and Leptospira species shedding of cats with outdoor exposure has been demonstrated. Cats mostly become infected through transmission from hunting rodents. Significance: The role of healthy carrier cats as a source of contamination, as well as the role of leptospires as a pathogen in cats, are likely underestimated."
4004,Cecilia,NO,NA,"Verma, A; Stevenson, B",leptospiral uveitis - there is more to it than meets the eye!,2012,ZOONOSES AND PUBLIC HEALTH,Web of Science,"Leptospirosis, caused by pathogenic species of genus Leptospira, is a highly prevalent zoonotic disease throughout many parts of the world, and an important emerging disease within the United States. Uveitis is a common complication of systemic infection in humans. A similar condition in horses is characterized by recurrent bouts of inflammation. In this article, we review advances in our understanding of leptospiral uveitis and its pathogenic mechanisms."
4005,Cecilia,NO,NA,"Wasinski, B; Dutkiewicz, J",leptospirosis - current risk factors connected with human activity and the environment,2013,ANNALS OF AGRICULTURAL AND ENVIRONMENTAL MEDICINE,Web of Science,"Leptospirosis is a widespread although recently neglected zoonosis recognized worldwide. The disease seems to be underestimated, especially in countries located in the temperate climatic zone. The presented article concerns the main characteristics of leptospirosis and describes formerly known and recently observed environmental, occupational and recreational risk factors significant in the spreading and pathogenesis of the disease. The aspects of epidemiology significant in the temperate climatic zone are emphasized. The majority of cited articles present cases of the disease reported from Europe or North America. Climatic changes (warming) and extreme weather events such as floods are potential risk factors of leptospirosis. Also, some socio-economic phenomena, such as the intensive migration of people resulting in the transfer of the infections acquired in tropical countries, or worsening of economic status in the cities, increase the probability of disease. Apart from the danger connected with rodents, which are the main vectors of leptospires, occurrence of the disease in dogs and cats can generate a higher risk of infection for humans. Infections may also be acquired during various types of agricultural work and during recreational activities, such as swimming. The results of recent investigations show that ticks are also potential vectors of leptospires. The more frequent emergence of leptospirosis in countries located in the temperate climatic zone emphasize the need to verify knowledge related to the risk of its appearance, and to consider this disease during diagnostic processes."
4006,Joy,NO,NA,"Azocar-Aedo, L; Smits, HL; Monti, G",leptospirosis in dogs and cats: epidemiology clinical disease zoonotic implications and prevention,2014,ARCHIVOS DE MEDICINA VETERINARIA,Web of Science,"Leptospirosis is a zoonotic disease of worldwide distribution caused by spirochetes of the genus Leptospira. The genus includes a large number of serovars that may be sheed in the urine of infected animals creating a highly infectious source of transmission. Numerous species of wild and domestic mammals act as maintenance hosts and form reservoirs of the bacteria, with other species being incidental hosts that may develop the disease. In dogs and cats, the disease is caused by different serovars and while dogs act as maintenance host for some serovars, both species are incidental host for others. Dogs and cats may have frequent contact with wild and domestic farm animals, therefore they are an important link in the transmission route. Leptospira may survive in the environment which increases the complexity of the epidemiology. The presentation of the disease can be highly variable and, particularly for feline leptospirosis, not well described. Laboratory testing is essential for the diagnosis. however, it is complicated due to the need to discriminate between Leptospira infection in animals with clinical disease from leptospiral specific antibody responses in maintenance hosts, or in animals with subclinical infection. Infection in pets may have important economic and public health implications and because of the risk of transmission from pets to their owners and to other animals, preventive measures need to be applied and an increased awareness is adviced."
4007,Cecilia,NO,NA,"Ayanegui-Alcerreca, MA; Wilson, PR; Mackintosh, CG; Collins-Emerson, JM; Heuer, C; Midwinter, AC; Castillo-Alcala, F",leptospirosis in farmed deer in new zealand: a review,2007,NEW ZEALAND VETERINARY JOURNAL,Web of Science,"Current knowledge of leptospirosis in farmed deer in New Zealand is reviewed. Over the past 25 years, leptospirosis has been reported to occur in individual cases as well as in herd outbreaks in farmed deer and in human cases linked to farmed deer. Serological studies and evidence from bacterial culture suggest infection is widespread. Mixing of young stock from several sources appears to be a significant risk factor for outbreaks. The culture of Leptospira interrogans serovars Hardjobovis, Pomona and Copenhageni has been reported. Infection with serovar Hardjobovis had the highest prevalence, either individually or mixed with serovar Pomona. Infection with serovar Copenhageni appears uncommon and its pathogenicity in deer is unproven. Titres to serovars Australis, Ballum, Balcanica and Tarassovi have been reported. Deer appear to be maintenance hosts for serovar Hardjobovis, incidental or accidental hosts and probably a maintenance population for serovar Pomona, since some infections persist for several months, and accidental hosts for serovar Copenhageni. Serovar Pomona appears to produce clinical and probably subclinical disease, whereas serovar Hardjobovis appears to cause only subclinical disease, although the relative risk of disease causation has not been determined. Clinical disease is usually manifested by haemolysis, jaundice, renal lesions, haemoglobinuria and often by sudden death. Renal lesions are commonly observed at slaughter and many are associated with leptospiral infections. Occupationally, slaughterhouse workers appear to be at greatest risk of contracting the disease from deer. Vaccination produces serological responses, but its effectiveness in protecting against disease, and prevention or reduction of shedding in urine, has not yet been confirmed in deer. More robust knowledge of the epidemiology of leptospiral infections in deer, and the effectiveness of vaccines and vaccination regimes, is needed to assist the deer industry to develop a strategy to manage this disease."
4008,Joy,NO,NA,"Song, LG; Wu, XY; Ning, A; Wu, ZD",lessons from a 15-year-old boy with advanced schistosomiasis japonica in china: a case report,2017,PARASITOLOGY RESEARCH,Web of Science,"Schistosomiasis is a chronic, parasitic disease caused by flukes (trematodes) of the genus Schistosoma, which presents the most important global burden of the 17 neglected tropical diseases listed by the World Health Organization. China has made great achievements in schistosomiasis control, and now China is planning to move forward, to eliminate schistosomiasis within 2020, but the fact cannot be denied that the possibility of schistosome infection is still there in some endemic due to its zoonotic nature as well as wide distribution of its intermediate hosts (snails). Thus, how to interrupt the transmission in areas with distribution of schistosomes and intermediate snails becomes a very serious challenge that China is facing. In this paper, it is reported an advanced schistosomiasis japonica case of a 15-year-old boy which is extremely rare in the current schistosomiasis control in China. Thus, it is supposed to strengthen health education of school children and to train professional physicians of local hospitals."
4009,Joy,NO,NA,"Groner, ML; Rogers, LA; Bateman, AW; Connors, BM; Frazer, LN; Godwin, SC; Krkosek, M; Lewis, MA; Peacock, SJ; Rees, EE; Revie, CW; Schlagel, UE",lessons from sea louse and salmon epidemiology,2016,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,Web of Science,"Effective disease management can benefit from mathematical models that identify drivers of epidemiological change and guide decision-making. This is well illustrated in the host-parasite system of sea lice and salmon, which has been modelled extensively due to the economic costs associated with sea louse infections on salmon farms and the conservation concerns associated with sea louse infections on wild salmon. Consequently, a rich modelling literature devoted to sea louse and salmon epidemiology has been developed. We provide a synthesis of the mathematical and statistical models that have been used to study the epidemiology of sea lice and salmon. These studies span both conceptual and tactical models to quantify the effects of infections on host populations and communities, describe and predict patterns of transmission and dispersal, and guide evidence-based management of wild and farmed salmon. As aquaculture production continues to increase, advances made in modelling sea louse and salmon epidemiology should inform the sustainable management of marine resources."
4010,Joy,NO,NA,"Wenzel, RP; Bearman, G; Edmond, MB",lessons from severe acute respiratory syndrome (sars): implications for infection control,2005,ARCHIVES OF MEDICAL RESEARCH,Web of Science,"Severe acute respiratory syndrome (SARS), the first global epidemic in the 21(st) century, affected over 8500 people in approximately 30 countries (1-7). With a crude mortality of 9%, its cause was quickly identified as a novel coronavirus that jumped species from animals to man. The SARS coronavirus epidemic, which began in the Fall of 2002, was related to the exotic food industry in southern China, initially involving disproportionate numbers of animal handlers, chefs, and caterers. Subsequently, person-to-person transmission spawned the outbreak. What distinguished this illness clinically was the fact that approximately half of the victims were health care workers (8), infected while caring for recognized or unrecognized patients with SARS. There are many curiosities and uncertainties surrounding the epidemic of SARS with lessons that may be useful to the community of infectious diseases physicians, especially when looking ahead to the next epidemic. Herein we relate our perspectives on useful lessons derived from a review of the SARS epidemic. (c) 2005 IMSS. Published by Elsevier Inc."
4011,Joy,NO,NA,"Yichoy, M; Duarte, TT; De Chatterjee, A; Mendez, TL; Aguilera, KY; Roy, D; Roychowdhury, S; Aley, SB; Das, S",lipid metabolism in giardia: a post-genomic perspective,2011,PARASITOLOGY,Web of Science,"Giardia lamblia, a protozoan parasite, infects a wide variety of vertebrates, including humans. Studies indicate that this anaerobic protist possesses a limited ability to synthesize lipid molecules de novo and depends on supplies from its environment for growth and differentiation. It has been suggested that most lipids and fatty acids are taken up by endocytic and non-endocytic pathways and are used by Giardia for energy production and membrane/organelle biosynthesis. The purpose of this article is to provide an update on recent progress in the field of lipid research of this parasite and the validation of lipid metabolic pathways through recent genomic information. Based on current cellular, biochemical and genomic data, a comprehensive pathway has been proposed to facilitate our understanding of lipid and fatty acid metabolism/syntheses in this waterborne pathogen. We envision that the current review will be helpful in identifying targets from the pathways that could be used to design novel therapies to control giardiasis and related diseases."
4012,Joy,NO,NA,"Ortega, V; Giorgio, S; de Paula, E",liposomal formulations in the pharmacological treatment of leishmaniasis: a review,2017,JOURNAL OF LIPOSOME RESEARCH,Web of Science,"Conventional chemotherapy for leishmaniasis includes considerably toxic drugs and reports of drug-resistance are not uncommon. Liposomal encapsulated drugs appear as an option for the treatment of leishmaniasis, providing greater efficacy for the active and reducing its side effects by promoting superior tissue absorption, favouring drug penetration into the macrophages, and retarding its clearance from the site of action. In this paper, a review on the advances achieved with liposome-based anti-leishmaniasis drug delivery systems is presented. Formulations prepared with either conventional or modified (sugar-coated, cationic, niosomes, peptides- and antibodies-bounded) liposomes for the delivery of pentavalent antimonials, amphotericin B, pentamidine, paromomycyn, and miltefosine were covered. This literature review depicts a scenario of no effective therapeutic agents for the treatment of this neglected disease, where liposomal formulations appear to improve the effectiveness of the available antileishmania agents."
