Timestamp,Hypothesis or gap?,Paper ID,Text from paper,Agriculture & Food Industry Changes,Climate & Weather,Human demographics and behavior,Population & Community Ecology,International Travel & Commerce (non-food),Socio-political environment,Hosts,Pathogens,Land Use Changes,Sentence Summary
7/9/2018 0:55,Hypothesis,61,"However, in recent years, a consistent picture has emerged—biodiversity loss tends to increase pathogen transmission and disease incidence. This pattern occurs across ecological systems that vary in type of pathogen, host, ecosystem and transmission mode (Table 1). As an example, West Nile virus is a mosquito-transmitted virus for which several species of passerine birds act as hosts. Three recent studies detected strong correlations between low bird diversity and increased human risk or incidence of West Nile encephalitis in the United States. Communities with low avian diversity tend to be dominated by species that amplify the virus, inducing high infection prevalence in mosquitoes and people, while communities with high avian diversity contain many species that are less competent hosts. For hantavirus pulmonary syndrome, a directly transmitted zoonotic disease, correlational and experimental studies have shown that a lower diversity of small mammals increases the prevalence of hantaviruses in their hosts, thereby increasing risk to humans (Box 2). Diversity has a similar effect for plant diseases, with species losses increasing the transmission of two fungal rust pathogens that infect perennial rye grass and other plant species.",,,(changes in) susceptibility,"(changes in) biodiversity, (changes in) community composition",,,reservoir competence,prevalence,,
7/9/2018 0:56,Hypothesis,61,"Biodiversity loss can clearly increase transmission if it reduces predation and competition on reservoir hosts, thereby increasing their density.",,,,"(changes in) biodiversity, (changes in) interspecies contact",,,"(changes in) abundance and distribution, (changes in) foraging behaviour",,,
7/9/2018 1:03,Hypothesis,61,"The loss of species can increase encounter rates between pathogens and hosts, as in the Schistosoma example, when the lost species are not hosts for the pathogen. But if the lost species are indeed hosts capable of transmission, this declining diversity could also reduce the total number of hosts, thereby decreasing transmission if all else remains equal. Certainly reductions in the number of hosts can reduce the number of vectors and also their infection prevalence, but empirical examples are relatively rare, in part because the issue has been neglected, and also because all else rarely remains equal. For example, the loss of hosts can cause compensatory increases in the abundances of other hosts, such that total host abundance changes little relative to total host abundance in more diverse communities. Even when total host abundance does decline in less diverse systems, differences in host quality among species can alter simple correlations between host abundance and infection risk.",,,,"(changes in) biodiversity, (changes in) community composition, (changes in) interspecies contact",,,"(changes in) abundance and distribution, reservoir competence",prevalence,,
7/9/2018 1:05,Hypothesis,61,"Pathogen transmission is not always a function of host density. For example, the number of infectious bites delivered by highly mobile vectors like mosquitoes can be independent of the density of the host population. Transmission of directly transmitted pathogens like hantaviruses can also be independent of host density if transmission involves behavioural encounters, for example, aggressive interactions between rodents, and if the frequency of these encounters does not vary much with host density. In systems like these, the loss of host species can actually increase transmission if the lost hosts are suboptimal for parasite development and reproduction; this is because these suboptimal hosts absorb pathogens but are poor at transmitting them.",,,,"(changes in) biodiversity, (changes in) interspecies contact",,,"(changes in) abundance and distribution, reservoir competence",,,
7/9/2018 1:06,Hypothesis,61,"In sum, reducing biodiversity can increase disease transmission when the lost species are either not hosts for the pathogen or are suboptimal ones. For pathogens for which transmission is a function of host density, loss of diversity is most likely to increase transmission if the loss causes an increase in the density of competent hosts. The number and diversity of examples of pathogens for which species loss leads to increases in total transmission suggests that these conditions are frequently met.",,,,"(changes in) biodiversity, (changes in) community composition",,,"(changes in) abundance and distribution, reservoir competence",,,
7/9/2018 1:12,Hypothesis,61,"The loss of particular species in a community clearly has the potential to increase disease transmission. But does reducing diversity itself increase transmission, or is increased transmission the consequence of the removal of particular species? The answer depends on how species composition changes as richness changes. For example, if those host species most responsible for amplifying the pathogen tend to persist or even thrive as biodiversity is lost, then disease risk will consistently increase as biodiversity declines. On the other hand, if amplifying species tend to disappear as biodiversity declines, then biodiversity loss will tend to reduce disease risk. These hypothetical possibilities indicate the importance of understanding both the non-random sequences by which species are lost from communities, and whether the species that tend to occur only in more species-rich communities tend to amplify or buffer pathogen transmission.",,,,"(changes in) biodiversity, (changes in) community composition",,,"(changes in) abundance and distribution, reservoir competence",prevalence,,
7/9/2018 1:19,Hypothesis,61,"For plants, species that are fast-growing and nutrient-rich with relatively high metabolic rates—characteristics of ‘weedy’ species—can be more competent hosts for arthropod vectors and plant pathogens than those with less weedy traits. Plants with these weedy traits are also more likely to become more abundant when plant diversity declines. Consequently, the very species that have traits permitting persistence in degraded and species-poor ecosystems are also more likely to carry high pathogen and vector burdens. A similar pattern may occur in vertebrates—resilience in the face of disturbances that cause biodiversity loss, such as habitat destruction and fragmentation, is facilitated by life-history features such as high reproductive output and intrinsic rates of increase. Vertebrates with these features tend to invest minimally in some aspects of adaptive immunity; we hypothesize that this may make them more competent hosts for pathogens and vectors",,,,"(changes in) biodiversity, (changes in) community composition",,,"(changes in) abundance and distribution, (changes in) life history, reservoir competence","immune evasion, prevalence","deforestation, environmental degradation, fragmentation",
7/9/2018 1:25,Hypothesis,61,"Changes in the composition of microbiomes are frequently associated with infection and disease. For example, corals suffering from white plague disease have microbial communities distinctly different from those in healthy corals. In humans, bacterial vaginosis results from changes in the composition of the vaginal microbial community, and this in turn increases the risk of HIV infection. Although changes in microbial species composition associated with infection are well-documented, few studies have investigated the effects of changes in diversity itself. In a recent investigation, patients with recurrent episodes of infection caused by the bacterium Clostridium difficile had significantly lower diversity of intestinal microbes than did control patients. Correlational studies such as these, though intriguing, make it difficult to determine whether changes in microbial communities are the cause or the consequence of infections. But some experimental studies clearly demonstrate that increasing microbial biodiversity can protect against infection. For example, children with a history of ear infections given a mixture of five strains of Streptococcus were less likely to develop subsequent infections compared to a control group. Similarly, reducing microbial diversity within a host can increase transmission. When mice with persistent infections of C. difficile were treated with antibiotics that reduced the diversity of intestinal microbes, they began shedding C. difficile spores at high rates. In some of these examples, a rich microbial community appears to regulate the abundance of endemic microbial species that can become pathogenic when overly abundant. In other cases, high microbial species diversity can prevent colonization by invasive pathogenic species. For example, the more diverse the microbiome surrounding the roots of wheat plants, the more protected the plants were against invasion by the pathogenic bacterium Pseudomonas aeruginosa. Similarly, piglets raised in natural environments supporting a high diversity of microbes were more resistant to invasion by pathogenic gut microbes than those raised in more sterile environments.",,,(changes in) susceptibility,(changes in) biodiversity,,,microbial community,,,
7/9/2018 1:27,Hypothesis,61,"For pathogens that establish in new species, the emergence process involves multiple steps, including the initial invasion into the new host (‘spillover’), the production of transmission stages within the new host, and the establishment of the pathogen in the host population as a whole. The effect of biodiversity may vary for each of these steps. For the initial invasion, biodiversity may act as a source pool. This hypothesis is supported by surveys of emerging diseases of humans: most are zoonotic—jumping to humans from other vertebrate animals. In one recent analysis, the probability of emergence of pathogens from wildlife to humans was positively correlated with mammalian wildlife species richness when data were corrected for reporting bias.",,,,(changes in) biodiversity,,,,host switching and breadth (generalism/specialism),,
7/9/2018 1:30,Hypothesis,61,"Other environmental and socioeconomic factors that bring humans into closer contact with potentially new pathogens (for example, forest clearing for agriculture, wildlife hunting) may also contribute to this pattern. Indeed, almost half of the zoonotic diseases that have emerged in humans since 1940 resulted from changes in land use, from changes in agricultural or other food production practices, or from wildlife hunting (Fig. 2). These human activities increase rates of contact between humans and animals, which may be a critical factor underlying spillover.","(changes in) agriculture and farming practices, (changes in) food availability and distribution",,"(changes in) food preferences, preparation, and storage, (changes in) human density and distribution, (changes in) hunting behaviour","(changes in) biodiversity, (changes in) geographic overlap, (changes in) interspecies contact",,poverty,,,"deforestation, encroachment, land conversion for agriculture, land use (general)",
7/9/2018 1:34,Hypothesis,61,"In contrast to emergence through host-switching, 20% of emergence events between 1940 and 2004 arose through the evolution of drug resistance. For these cases, biodiversity of microbial communities within hosts may have a protective effect; human use of antibiotics is thought to select for resistant microbes by eliminating the great diversity of non-resistant microbial strains and species that suppress resistant strains in the absence of antibiotics. Investigations using recent advances in microbial detection support this idea. Thus, reduced microbial diversity may be an important underlying cause of the emergence of drug-resistant pathogens; this too requires further investigation.",,,,(changes in) biodiversity,,,microbial community,"adaptation and evolution, drug resistance",,
7/9/2018 3:14,Hypothesis,62,"To support the growing human population, we have an increasing demand for nutritional support, resulting in intensive agricultural practices, sometimes involving enormous numbers of animals, or multiple species farmed within the same region. These practices can facilitate infection to cross species barriers.","(changes in) agriculture and farming practices, (changes in) food availability and distribution, (changes in) livestock densities and distribution",,"(changes in) food preferences, preparation, and storage, (changes in) human density and distribution","(changes in) geographic overlap, (changes in) interspecies contact",,,(changes in) abundance and distribution,host switching and breadth (generalism/specialism),,
7/9/2018 3:15,Hypothesis,62,"Furthermore, continual encroachment of humans into natural habitats by population expansion or tourism brings humans into new ecologic environments and provides opportunity for novel zoonotic exposure. ",,,(changes in) human density and distribution,"(changes in) geographic overlap, (changes in) interspecies contact",tourism and travel,,,,encroachment,
7/9/2018 3:18,Hypothesis,62,"Climate change also effects evolution of pathogens, and where relevant, their vectors. Continual mutation and recombination events give rise to variants with altered levels of fitness to persist and spread. ",,climate change (non-specific),,,,,,"adaptation and evolution, prevalence",,
7/9/2018 3:21,Hypothesis,62,"New or emerging virulence traits can evolve and result in large-scale transmission and concomitant alteration of pathogenicity. This new pathogenicity may include increased invasiveness, enhanced spread, toxin production, or antimicrobial drug resistance. ",,,,,,,,"adaptation and evolution, drug resistance, prevalence",,
7/9/2018 3:25,Hypothesis,62,"Evolutionary changes are not always a prerequisite for viral emergence in a new host. Some viruses (e.g., poxviruses), have a wide host range and show a relatively low mutation rate. However, in other viruses such as Venezuelan equine encephalitis virus, evolutionary change is essential for efficient infection and transmission to new hosts. Because most viruses replicate poorly when transferred to new hosts, greater variation is more likely to assist viral adaptation to its new host.",,,,,,,,"virus, adaptation and evolution, host switching and breadth (generalism/specialism)",,
7/9/2018 3:28,Hypothesis,62,"For some infections, zoonotic transmission occurs indirectly through food. Human brucellosis is not usually acquired through animal contact but is transmitted more often by consumption of infected animal products such as unpasteurized dairy products. Salmonella spp. have repeatedly caused outbreaks of salmonellosis after persons have eaten uncooked eggs. Hepatitis E virus has been transmitted through consumption of uncooked deer meat.",,,"(changes in) food preferences, preparation, and storage",,,(changes in) sanitation and public health infrastructure,,,,
7/9/2018 3:31,Hypothesis,62,"Sporting activities can expose humans to zoonotic infections. Hunting wildlife has been associated with infections such as brucellosis and tularemia. Less obvious routes arise from activities such as water sports. Leptospira spp.–infected animals excrete viable organisms in their urine, which can persist in aquatic environments for prolonged periods.",,,(changes in) hunting behaviour,,tourism and travel,,,non-close contact,encroachment,
7/9/2018 3:33,Hypothesis,62,"Horses are now moved from countries in Europe to warmer regions (e.g., United Arab Emirates) to prolong the racing season during the winter. Hunting activities have promoted large-scale export of animals such as hares (possible reservoirs of tularemia and brucellosis) from Poland and the movement of potentially rabies-infected raccoons in the United States. In other countries such as the United Kingdom, pheasants are bred and released for shooting in the fall and provide plentiful hosts for questing ticks and increasing their abundance. Importation of pheasants into the United Kingdom from France was associated with introduction of a mild zoonotic infection (Newcastle virus disease) in 2007.",,,,,"(changes in) animal trade and transport, (changes in) global trade",,,,,
7/9/2018 3:36,Hypothesis,62,"Zoonotic diseases associated with hunting and eating wildlife is of increasing global concern. Bush meat is considered a delicacy by many and has resulted in its growth as a commercial enterprise. Tracking, capturing, handling, butchering in the field, and transporting of carcasses involve risks of cross-species transmission. Particularly high risks are associated with hunting nonhuman primates. The act of butchering is a greater risk factor for acquiring bloodborne pathogens than transporting, selling, and eating the butchered meat.",,,"captive wildlife, (changes in) food preferences, preparation, and storage, (changes in) susceptibility",,(changes in) animal trade and transport,,non-human primate,host switching and breadth (generalism/specialism),,
7/9/2018 3:38,Hypothesis,62,"Zoonotic pathogens from wildlife may infect humans with little or no human-to-human transmission (e.g., avian influenza virus and Hendra virus). Alternatively, increased travel or migration and increased between-person contacts have facilitated emergence of simian immunodeficiency virus/HIV/AIDS in Africa. Increased exposure to wild-caught animals and high mutation rates of many RNA viruses have increased their predominance among emerging zoonoses transmitted from human to human; RNA viruses from bush meat may therefore play a possible role in future disease emergence.",,,"captive wildlife, (changes in) human density and distribution, (changes in) hunting behaviour",(changes in) interspecies contact,tourism and travel,,,"virus, adaptation and evolution, host switching and breadth (generalism/specialism)",,
7/9/2018 3:41,Hypothesis,62,"Large-scale movement of persons, livestock, food, or goods is now commonplace and provides increasing opportunities for rapid spread of pathogens. Trichinellae in horsemeat have been transported across the Pacific Ocean and infected consumers in other parts of the world. Discarded tires provide new habitats for mosquitoes in addition to their usual ecologic niches. The World Organisation for Animal Health and the Food and Agriculture Organisation implement strict control of animal movement. Transport of animals can result in mingling of different species in crowded and stressful conditions. This mingling can suppress immune responses to persistent infections and increase pathogen shedding. Under such circumstances, susceptible species can readily become infected.","(changes in) food availability and distribution, (changes in) livestock densities and distribution",,(changes in) human density and distribution,"(changes in) community composition, (changes in) geographic overlap, (changes in) interspecies contact","(changes in) animal trade and transport, (changes in) global trade, (changes in) global transportation",,"(changes in) abundance and distribution, reservoir competence","immune evasion, prevalence",,
7/9/2018 3:44,Hypothesis,62,"Tourism has exponentially increased in recent years. This finding has resulted in increasing numbers of imported zoonoses, such as a variety of rickettsial spotted fevers, brucellosis, melioidosis, genotype I hepatitis E, tick-borne encephalitis, and schistosomiasis.A rapid increase in cases of African tick bite fever has been associated with travelers to sub-Saharan Africa and the eastern Caribbean. This disease, which is caused by R. africae, is transmitted by a particularly aggressive Amblyomma sp. tick; >350 imported cases have been observed in recent years. Infection sequalae, such as subacute neuropathy, may be found long after travel when tick bite fever eschars have disappeared. An estimated >1 million international journeys are made each day, and a staggering 700 million tourists travel on an annual basis.",,,(changes in) human density and distribution,(changes in) geographic overlap,"(changes in) global transportation, tourism and travel",,(changes in) abundance and distribution,,,
7/9/2018 3:48,Hypothesis,62,"Deforestation and development of natural habitats have been seen on a global scale to accommodate intensification of agriculture and living areas for humans. As a result, ecologic habitats have been disrupted, reservoir abundance has changed, and transmission dynamics have been altered. Reduced host abundance may force vectors to seek alternative hosts, increasing opportunities for disease transmission, as demonstrated by increases in human cases of Lyme borreliosis, ehrlichiosis, spotted fevers, and anaplasmosis. Development of forests to provide rubber plantations in Malaysia has been correlated with increases in schistosomiasis. Wildlife may modify feeding practices as a consequence of changing land use, bringing them closer to humans and livestock. This modification was suggested to have been instrumental in the Nipah virus outbreak that affected pigs and humans in Malaysia in 1999. Nipah virus persists as a serious problem in many rural areas of Bangladesh and India, where infected bats living near human dwellings, urinate in date palm sap, which is later consumed raw by humans.","(changes in) agriculture and farming practices, attraction of wildlife and commensals",,,(changes in) geographic overlap,,,"(changes in) abundance and distribution, (changes in) foraging behaviour",,"deforestation, land conversion for agriculture, urbanization",
7/9/2018 3:51,Hypothesis,62,"Many areas are now experiencing a reemergence of zoonotic pathogens, partly resulting from collapse of public health programs during political upheavals. Often, these areas increasingly appeal to those seeking adventurous or unusual holiday destinations.",,,"(changes in) human density and distribution, (changes in) susceptibility",(changes in) geographic overlap,"(changes in) global transportation, tourism and travel","(changes in) governance & politics, (changes in) sanitation and public health infrastructure",,,,
7/9/2018 3:54,Hypothesis,62,"We are at risk for airborne transmission of zoonoses by many factors (e.g., from travel to farms, consumption of food, and mowing the lawn, which as been associated with tularemia). Visiting petting farms or having family pets increases the likelihood of potential zoonotic infections, especially if pets are exotic. Water sports may increase the risk for acquiring leptospirosis. Wilderness camping activities have been associated with hantavirus infection after inhalation of aerosolized urine excretions of rodents. Other sporting activities such as hunting have been associated with brucellosis and tularemia. Travel to other countries opens a range of new potential zoonotic exposures through direct contact or indirectly through fomites, food, or arthropod vectors. Increasingly exotic locations are being sought with associated exotic zoonoses. Some tourists consume local delicacies, such as aborted animal fetuses in Ecuador, which are a source of brucellosis.","(changes in) agriculture and farming practices, (changes in) livestock densities and distribution",,"captive wildlife, (changes in) food preferences, preparation, and storage, (changes in) human density and distribution, (changes in) hunting behaviour",(changes in) interspecies contact,"(changes in) global transportation, tourism and travel",,,,,
7/29/2018 7:45,Hypothesis,64,"Many viruses are transmitted to animals and humans from arthropod vectors. West Nile, Chikungunya and Yellow Fever viruses are examples of arthropod‐borne viruses that have jumped to new mosquito species. In particular, flying insects can greatly expand viral access to bird, wildlife and human hosts. ",,,,(changes in) interspecies contact,,,,"host switching and breadth (generalism/specialism), vector transmission",,
7/29/2018 9:51,Hypothesis,64,"As with other wildlife, importation of exotic rodents can drive viral emergence. In 2003, a multistate US monkeypox outbreak was driven by exposure to prairie dogs (Cynomys spp.), which were infected by exposure to imported Gambian giant rats (Cricetomys spp.) (Centers for Disease Control, Prevention., 2003). Also, one human case was acquired from a rabbit that became infected when exposed to a prairie dog in a veterinary setting. In this case, rodents commercially captured in forested areas of southern Ghana were the sources of the US outbreak, and a 2010 study by the US CDC found that 53% of nearby human residents had been previously exposed to orthopox viruses (Reynolds et al., 2010). While the 2003 outbreak was likely a spillover event, surveillance efforts focused on the international rodent pet trade may detect such events and enable genotypic/phenotypic characterization of viruses that jump among rodent species and to humans and pets.",,,captive wildlife,,(changes in) animal trade and transport,,"rodent, (changes in) abundance and distribution",virus,,
8/27/2018 8:33,Hypothesis,65,"Changes in human demographics play an important role in the emergence of infectious diseases, either directly or indirectly by causing ecological changes. Human migration and trade, including the transportation of animals, has the potential to relocate pathogens long distances and thus introduce an emerging disease into a hitherto unexposed and therefore highly susceptible population. ",,,"(changes in) human density and distribution, (changes in) susceptibility",,"(changes in) animal trade and transport, (changes in) global trade",,,,,
8/27/2018 8:34,Hypothesis,65,"Large scale political transitions can also impact on zoonotic disease. The fall of communism in Eastern Europe, for example, and the consequent agricultural and economic reforms, have been linked to a complex series of factors that acted independently yet synergistically to increase tick-borne disease (e.g. decline of agriculture and regeneration of shrubs leading to increases in transmitting rodents, greater leisure time contributing to greater exposure to ticks in forests)",(changes in) agriculture and farming practices,,,"(changes in) community composition, (changes in) interspecies contact",,(changes in) governance & politics,,,reforestation and restoration,
8/27/2018 8:38,Hypothesis,65,"As suggested above, land use change and agriculture have been related to the emergence of new pathogens, with the expansion of the human/economic system into previously pristine environments providing consequent exposure to a pool of known and unknown pathogens. Changes in farming practices, such as movement from rural to peri-urban and urban areas, are likely to affect pathogen ecology and its transmissibility to the urban population. Habitat destruction has played an important but often complex role in the spread/emergence of infectious diseases.",(changes in) agriculture and farming practices,,(changes in) human density and distribution,(changes in) interspecies contact,,,,,"deforestation, encroachment, land conversion for agriculture, land use (general), urbanization",
8/27/2018 8:39,Hypothesis,65,"The Built Environment - including public health infrastructure such as sanitation, water supply, wastewater and solid waste treatment - is a core defence against pathogens and disease transmission in most parts of the world. Many pathogenic microorganisms can contaminate water. Leptospirosis, for example, is caused by contact with the urine of infected animals or urine-polluted water contaminated by infected wild animals. New methods of sustainable waste treatment and management influence potential exposure to pathogens. Increases in community and industrial composting facilities can release a large quantity of aerosolised particles into the air. Several zoonotic pathogens such as Mycobacterium avium, E. coli 0157:H7, Listeria monocytogenes and Salmonella spp can be detected during the composting process. Moreover, land application of bio-solids from animal origins are known to create various pathways to increase human exposure to the pathogens.","(changes in) agriculture and farming practices, (changes in) water management",,,,,(changes in) sanitation and public health infrastructure,,,,
9/12/2018 18:37,Hypothesis,66,"The ecologic process of zoonotic disease emergence can be schematized by four transition stages (Fig. 1 ), of which only the first two are prerequisites for emergence: (1) contact between infectious propagules originating from the wildlife H R with individuals of a susceptible H S and (2) cross-species transmission, a transition subsuming the complex interactions of the virus infectious cycle within the H S. These first two transitions may require a mediating host such as an arthropod vector (H V) or an intermediary vertebrate host (H l); these additional host populations are readily accommodated by the modular emergence schema.",,,,(changes in) interspecies contact,,,,"virus, host switching and breadth (generalism/specialism)",,
9/12/2018 18:39,Hypothesis,66,"On a global scale, climate change has been increasingly linked to instances of zoonotic disease emergence, with El Nino Southern Oscillation (ENSO) providing the largest interannual signal of climate variation. One hypothesized mechanism by which ENSO triggers increased incidence of zoonotic disease among humans, is through a chain of sequentially induced events referred to as a trophic cascade, ultimately leading to increased numbers of individuals among H R or H V populations and increasing the risk of human exposure to a zoonotic pathogen.",,"climate change (non-specific), El Niño Southern Oscillation (ENSO)",,,,,(changes in) abundance and distribution,,,
9/12/2018 18:41,Hypothesis,66,"Local weather conditions, potentially driven by global climate variation, have been repeatedly shown to influence the emergence of zoonotic and vector-borne viruses. Drought can serve to amplify enzootic transmission of St. Louis virus and possibly Japanese encephalitis and Ebola viruses, ultimately placing humans at higher risk for spillover. The converse, excessive rainfall, can increase breeding populations of H V s, driving enzootic transmission levels of western equine encephalomyelitis virus, Ross River virus, and Rift Valley fever virus to heightened levels, and ultimately increasing zoonotic virus spillover to humans.",,"climate change (non-specific), extreme climate events, (changes in) precipitation",,,,,(changes in) abundance and distribution,"virus, vector transmission",,
9/12/2018 18:42,Hypothesis,66,"Intrinsic biotic and evolutionary factors enhance the ability of certain zoonotic viruses, notably those with RNA genomes, to cross species barriers. Viruses with high replication rates, high mutation rates, and increased potential for recombination or reassortment may more readily adapt to new fitness landscapes and become transmitted among humans to emerge as pandemic threats.",,,,,,,,"virus, adaptation and evolution, host switching and breadth (generalism/specialism)",,
9/12/2018 18:44,Hypothesis,66,"The intrinsic genetic variability in susceptibility to infectious diseases within the human H S is further modulated by an individual’s cumulative life experience and history of infection by various pathogens, reflected by acquired immunological memory or, possibly, an individual’s ancestry and evolutionary imprint of prior exposure to pathogens. Furthermore, immunologic function and the susceptibility of individual humans to infection and disease are dynamic and vary with factors such as nutritional status and age.",,,"(changes in) human density and distribution, (changes in) susceptibility",,,,,,,
9/12/2018 18:46,Hypothesis,66,"Strong evolutionary forces may be in play in circumstances where zoonotically acquired viruses are intermittently maintained among small and sparsely distributed human populations where R0 may hover close to unity. In theory, virus evolution is affected by socially structured host populations, such as where some human populations are aggregated in remote villages, with limited opportunity for social interchange. Models of virus transmission which assume homogeneous or freely mixing populations are of limited use in such circumstances. In such settings, modest increases in the number of generations of human-to-human transmission sustained by a new virus prior to fadeout (Fig. 1, second terminal dotted line) improves the likelihood of virus evolution to a higher average R0, and hence emergence.",,,(changes in) human density and distribution,,,,,"virus, adaptation and evolution",,
9/12/2018 18:47,Hypothesis,66,"Mosquito-borne viral diseases have resulted from the introduction of exotic viruses into indigenous local populations of mosquitoes previously not involved as vectors, in addition to the establishment and spread of exotic mosquito species harboring viruses into new geographic locations.",,,,(changes in) interspecies contact,,,(changes in) abundance and distribution,"virus, vector transmission",,
9/12/2018 18:50,Hypothesis,66,"Human population growth and modern agricultural practices have enticed human settlers into clearing patches within ecosystems of maximally high biodiversity, such as tropical rain forests, converting substantial areas into cultivated fields and pastures. Commercial farming operations inserted into clearings in forest habitats juxtapose and intermingle humans and livestock with native animal populations, and, coincidentally, with whatever zoonotic pathogens exist within these natural nidi. In many instances, the cleared land has been used for irrigated agriculture, resulting in an increase in vector-borne diseases such as JEV as mosquitoes and water bird H R s are brought in close proximity to domestic pigs in nearby villages. Dams are built to maintain water for human consumption and for use in irrigated agriculture, but they too may lead to increased zoonotic disease emergence as they provide the milieu for intermingling mosquito vectors and reservoir hosts of arboviruses as well as the spread of other diseases such as schistosomiasis.","(changes in) agriculture and farming practices, attraction of wildlife and commensals, (changes in) livestock densities and distribution, (changes in) water management",,(changes in) human density and distribution,"(changes in) biodiversity, (changes in) geographic overlap, (changes in) interspecies contact",,,,vector transmission,"deforestation, land conversion for agriculture, land use (general)",
9/12/2018 18:53,Hypothesis,66,"Species now linked by domestication to Homo sapiens provide rich fodder for evolutionary forays by zoonotic viruses into potential new hosts. The emergence of zoonotic viruses among humans or domestic livestock where our species has drifted into preexisting sylvatic foci of zoonotic viruses is driven by local circumstance, history, and serendipity. The role of livestock, such as horses and pigs, can be pivotal in a transmission chain leading to human infection, as illustrated by the henipaviruses.","attraction of wildlife and commensals, (changes in) livestock densities and distribution",,(changes in) human density and distribution,,,,,virus,,
9/17/2018 19:37,Hypothesis,66,"Other domesticated species have become efficiently enlisted as HIs or HRs, in a bridging process leading to human disease. Swine production management practices have improved the efficacy of this economically important livestock species as an amplifying HI for JEV and NiV transmission to humans. Swine may also serve as the mammalian mixing vessel for influenza A viruses of domestic and wild birds, offering the opportunity for avian viruses to obtain the complement of genes required for their sustained transmission within mammalian hosts, such as humans.","(changes in) agriculture and farming practices, (changes in) livestock densities and distribution",,,,,,"bird, swine, (changes in) abundance and distribution, microbial community, reservoir competence","virus, adaptation and evolution",,
9/17/2018 19:40,Hypothesis,66,"Significant changes in the demography of global human populations during the past five decades have been driven not only by population growth, but by changes in population distribution and social structuring brought about by migration, the ongoing movement of persons from rural to urban environments and the resettlement of refugees. The concentration of humans in the urban environment has given rise to mega-cities where a large proportion of persons may live in substandard conditions in marginal areas, sometimes referred to as shanty towns, surrounding the urban core. The crowded living conditions within shanty towns are further degraded by poor sanitation and lack of water; these conditions have been associated with the emergence of diseases, notably those involving vector-transmitted pathogens.",,,(changes in) human density and distribution,,,"human displacement, poverty, (changes in) sanitation and public health infrastructure",,vector transmission,urbanization,
9/17/2018 19:43,Hypothesis,66,"Urban and periurban changes in land use have altered the availability and quality of habitat available to wildlife, and ecological changes in resource availability have in instances increased the potential for human–animal–vector interactions. Later chapters illustrate how ecological changes have influenced the abundance and accessibility of wildlife species serving as reservoir hosts for different pathogens, leading to the emergence of zoonotic pathogens associated with pteropid bats and white-tailed deer.",,,,(changes in) interspecies contact,,,"bat, (changes in) abundance and distribution, (changes in) foraging behaviour",,"land use (general), urbanization",
9/17/2018 19:48,Hypothesis,66,"Perhaps the most influential and certainly the most infamous anthropogenic modifiers driving the emergence process have been those enhancing social connectivity through road construction, railroads, and, the crown jewel of rapid modern transport, jet plane-assisted travel (Fig. 1). Nowhere has the role of rapid transportation been more evident than with SARS CoV (Table 1), where a presumed focus of human infection in the wet markets of Guangzhou, Guangdong Province, China, where live animals or their products are available for purchase, was transformed into a global health problem affecting 27 nations on every populated continent. The human SARS CoV appears to have been inadvertently transported to a wet-market, along with an infected HI or HR , on a journey destined to end with human consumption. Wildlife farming and an immense network of illegal national and international trade in wildlife has been fueled by human demands for wildlife products of unusual culinary or putative medicinal properties. These cultural propensities enriched the range of opportunities for novel host/zoonotic virus interchange, but alone, as with rapid transport of persons, would not have resulted in a case of SARS without the biological capabilities of the virus to readily establish spillover.",,,"captive wildlife, (changes in) food preferences, preparation, and storage",,"(changes in) animal trade and transport, (changes in) global trade, (changes in) global transportation",,(changes in) abundance and distribution,,,
9/17/2018 19:50,Hypothesis,66,Human invasion of new habitats and new environments is a frequently cited factor in the emergence process of viral zoonoses. Human intrusion into novel environments is regarded as an anthropogenic factor which modifies the likelihood of contact and spillover transitions occurring.,,,(changes in) human density and distribution,"(changes in) geographic overlap, (changes in) interspecies contact",,,,,encroachment,
8/27/2018 8:59,Hypothesis,67,"As a first category, pathogens may enter in closer contact with novel host types, be it humans, domestic animals or wildlife. Increased pathogen spill-over may result from this mixing of species and eventually, given progressive exposure of the new host to the ‘new’ pathogen, generate a ‘species jump’ with sustained transmission in the novel host species. Examples of drivers comprise bush or wild meat hunting and consumption, deforestation and logging, other forms of human encroachment of forests and game reserves, and increased interspecies contacts at the wildlife/agriculture interface, between humans and their pet animals, and within food animal production systems.",,,"(changes in) food preferences, preparation, and storage, (changes in) hunting behaviour","(changes in) community composition, (changes in) geographic overlap, (changes in) interspecies contact",,,,,"deforestation, encroachment, extractive industries, land conversion for agriculture",
8/27/2018 9:00,Hypothesis,67,"Second, pathogens may develop novel traits while circulating in a given host. Key to these dynamics is that the novel trait allows the pathogen to unlock host resources that would otherwise remain unavailable. Mass rearing of animals and use of antimicrobials and vaccines may yield ‘virulence jumpers’ with increased pathological or clinical presentation, pathogens acquiring antimicrobial resistance or escaping vaccine-acquired immunity.",(changes in) livestock densities and distribution,,,,,,,"adaptation and evolution, drug resistance, host switching and breadth (generalism/specialism), immune evasion",,
